#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     VEGAHST|ACSWF|F775W       3995.2248001650137    All      -1.8301347533692234       0.2566834144055008         -0.34143858495387924      0.6645084956469195        
Zeropoint     VEGAHST|ACSWF|F606W       3119.235012316139     All      -0.6242175085867108       0.05784952011413935        0.03268608139989082       0.22363030027773134       
Zeropoint     VEGAHST|ACSWF|F850LP      4692.659806169762     All      3.608350377420692         0.6725236291488912         0.2826744743556764        -0.9436808942296657       
Check         All|All|All               All                   All      1.1539981154647583        0.9870565636685313         -0.026078029198312036     -0.055542098305014886     
Lambda        VEGAHST|ACSWF|F775W       3995.2248001650137    All      -0.0019984471171069934    0.0002763065194420244      -0.0004800251392963734    0.0007195407793046954     
Lambda        VEGAHST|ACSWF|F606W       3119.235012316139     All      -0.0016615368725466954    0.00015402852615855415     0.0001326632342502289     0.0005973095315301404     
Lambda        VEGAHST|ACSWF|F850LP      4692.659806169762     All      0.0004319767505942052     -0.00022456301702842996    -0.0045152631891408794    -0.0004153520601090996    
MWEBV         All|All|All               All                   All      -0.01333105438364579      -1.5815959687886405        -0.0118207125778369       -0.511362981116664        
Redshift      All|All|All               All                   All      2.2993425385513464        0.572951327082194          2.838922639438757         -0.4356543354612517       
