#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|SDSS|SDSS_g            3717.0235974514894    All      -1.0627891032729715        0.44101209732865243        -0.1583878946257814       0.4827694003380756        
Zeropoint     AB|SDSS|SDSS_z            7002.728887957004     All      0.13251698818855387        0.015566161329161332       0.15428989950348496       -0.031209482289060293     
Zeropoint     AB|SDSS|SDSS_r            4857.038662374662     All      0.7001132586358507         0.4017360918268764         0.1789255800967504        -0.0892066326826448       
Zeropoint     AB|SDSS|SDSS_i            5890.008302029574     All      1.2275882395953417         0.14041727090816636        -0.1745572863207772       -0.3619170413397791       
Check         All|All|All               All                   All      0.9974293831467747         0.9987316213928565         0.00027029865367675376    0.0004362440265914258     
Lambda        AB|SDSS|SDSS_g            3717.0235974514894    All      -0.0017826236667248688     0.0006094823536309036      -0.0011414004858311523    0.0007282521673605553     
Lambda        AB|SDSS|SDSS_z            7002.728887957004     All      -5.715622263992369e-05     -7.2948279221466785e-06    -7.962414150282601e-05    1.2688236915925032e-05    
Lambda        AB|SDSS|SDSS_r            4857.038662374662     All      -0.00019287111318462015    -9.07392677453862e-05      -0.0013237446333762186    -2.580494115091467e-05    
Lambda        AB|SDSS|SDSS_i            5890.008302029574     All      -0.00024078167858035523    -1.3022623593865881e-05    0.0002464935905360847     8.518849410095537e-05     
MWEBV         All|All|All               All                   All      -0.5505078503182719        -2.951384769580301         0.07446252486351972       -0.7787216786175006       
Redshift      All|All|All               All                   All      4.80916702364824           -0.38748989045203075       3.7366209642586883        -1.525973889901248        
