#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7635.0567464143915    All      0.16594712000409104        -0.023362698734397114      0.045672731956367944       -0.05962627181122662       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6266.858376550865     All      0.5079934059985688         -0.04762782120080189       -0.04752283691954631       -0.1831048390414816        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6222.929847635461     All      0.560547033441702          -0.04498635157064168       0.004417415545465425       -0.19704501598782242       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4400.726273118414     All      -0.36094140307008676       0.24625192782832261        -0.07363760380675216       0.19449673588823596        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-3014      5376.469727189423     All      0.37001497857268184        0.1374156140329319         0.10312764823323338        -0.07116315202990128       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5438.497630021679     All      0.34954499697439334        0.10004702785366693        -0.038027831005840784      -0.08296670422427578       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4807.381201379064     All      -0.20866309629479668       0.3388849266796168         0.10986916407879069        0.1832573610596768         
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7608.484608258248     All      0.16901535511435153        -0.023411346497259622      0.053631452096547474       -0.06028638197862676       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4397.60953225516      All      -0.3405366728577948        0.2196022238971862         -0.10853927247020698       0.17761205746793574        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3596.3797201924435    All      -0.21786898271155467       0.09421422294255688        -0.04879359592299029       0.0994783332288801         
Check         All|All|All                                All                   All      0.9950527351715555         0.997027725231181          0.00019727178506839804     0.0006521225713941176      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7635.0567464143915    All      -3.3678240071039415e-05    3.894622809568534e-06      -1.7531280770764062e-05    1.1456377008147645e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6266.858376550865     All      -0.00015007570814692912    -2.166103406126246e-06     -0.00017789527966900908    4.02403750573774e-05       
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              6222.929847635461     All      -0.0001244503365866857     -7.797351396283282e-06     -0.00020748050529911943    2.873881301772738e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4400.726273118414     All      -0.00017083521869462574    4.3613750048002356e-05     -0.0003394168065290034     5.4706471090604115e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-3014      5376.469727189423     All      5.722923141568324e-05      -4.560040779005381e-06     -0.0003974010574403002     -3.7860982757006436e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5438.497630021679     All      4.312263946382633e-05      -1.3387438914602114e-05    -0.0003870000217533843     -3.5677225198254756e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4807.381201379064     All      -7.897704671197156e-05     -8.273536656626119e-05     -0.0007304232852811837     -3.381964493088333e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7608.484608258248     All      -4.758539396120208e-05     4.956214421003356e-06      -3.1097779730476106e-05    1.572677933522157e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4397.60953225516      All      -0.00015826290512417095    6.423083006850853e-05      -0.0002237970645241231     6.248649425175069e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_u              3596.3797201924435    All      -0.0003128902873055971     8.413947725033088e-05      -0.000278650752582717      0.00011689075291599211     
MWEBV         All|All|All                                All                   All      -1.0315697437822609        -4.049147925221064         0.0014514835453130245      -0.9828597160238095        
Redshift      All|All|All                                All                   All      5.685717846138839          0.6932665115536807         3.492000843003842          -1.4703736870011834        
