#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7635.0567464143915    All      0.1521098004376628         -0.024925983252943595      0.07349690061339564        -0.05438654993699388       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6266.858376550865     All      0.3944852797134282         -0.043612844820262175      0.03123112175395515        -0.14130927063628618       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6222.929847635461     All      0.5581526625135913         -0.04973353114336998       0.16666004099771814        -0.19057125994797197       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4400.726273118414     All      -0.37574918671702773       0.2546162507378158         -0.1983027010751537        0.1964814226083217         
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-3014      5376.469727189423     All      0.46763928314885317        0.14837019881195346        0.21324152046302558        -0.09448045473402777       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5438.497630021679     All      0.26549752198419935        0.049081300414766105       -0.2180075971342288        -0.08022256103479564       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4807.381201379064     All      -0.1503140444354008        0.3963664149887913         0.26431076976006773        0.18986678660629364        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7608.484608258248     All      0.16884809992350658        -0.026084386059288533      0.09209533309768592        -0.0593861320353134        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4397.60953225516      All      -0.2821952522374276        0.14271795724414282        -0.3626727085900783        0.1222237942686416         
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3596.3797201924435    All      -0.3061496515404234        0.10898118829762993        -0.23803401105957356       0.12459940727130026        
Check         All|All|All                                All                   All      0.8923245127909618         0.9557765652192352         -0.17598133117318615       0.012815182429168348       
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7635.0567464143915    All      -2.8164274697835852e-05    -6.7714262749894635e-06    -4.761807874524592e-05     4.843378382653973e-06      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6266.858376550865     All      4.698242454232545e-05      -1.474840030312795e-05     -1.8722733278757916e-05    -2.0943270131805616e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              6222.929847635461     All      0.00014380838579850964     -2.1915931346900788e-05    2.112344391690009e-05      -5.303921997680623e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4400.726273118414     All      -0.000302075960810172      0.00014724389275600785     -0.0003569071853469626     0.00013043113002398892     
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-3014      5376.469727189423     All      0.00011919376462125057     6.774367955776038e-05      -0.0003203069159558381     -3.1052811905355054e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5438.497630021679     All      9.890670685950558e-05      3.7610846735536322e-06     -0.00047653310003513817    -5.225754296116153e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4807.381201379064     All      -0.00011887670527012035    0.00016169701596460185     -0.00020554932652756285    8.221936921838635e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7608.484608258248     All      -5.055221640215165e-05     -5.451383717579732e-06     -7.044312358588572e-05     1.1547271906614195e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4397.60953225516      All      -0.00023262559640294727    0.00012615127419506842     -0.00022650766044310055    0.00010675743358870062     
Lambda        Linear_AB11_off|SWOPE|SWOPE_u              3596.3797201924435    All      -0.0006856352977164188     0.0002660462701215242      0.00010336482027946579     0.0003146066932300423      
MWEBV         All|All|All                                All                   All      -1.0709801038634597        -4.057663974579295         -0.0733276039388997        -0.9761334698552004        
Redshift      All|All|All                                All                   All      5.265356056164974          -2.254947459095291         2.1843415678915346         -2.3521331337000406        
