#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  SWOPE
@BAND  SWOPE_u
@MAGSYS  Linear_AB11_off
53689.19  17.489  0.026
53690.27  16.91  0.016
53694.26  16.287  0.013
53695.22  16.245  0.014
53698.22  16.182  0.012
53699.22  16.234  0.015
53702.21  16.564  0.016
53703.27  16.715  0.017
53706.22  17.261  0.019
53707.33  17.457  0.022
53712.21  18.074  0.027
53713.18  18.143  0.028
53716.17  18.241  0.034
53720.18  18.387  0.039
53721.16  18.424  0.036
53725.22  18.528  0.035
53730.22  18.668  0.036
53736.17  18.807  0.041
53737.18  18.882  0.042
53741.15  19.022  0.053
53746.18  19.222  0.056
53750.12  19.108  0.06
53755.14  19.318  0.048
53761.2  19.569  0.077
53763.09  19.72  0.062
53764.1  19.703  0.081
53765.09  19.792  0.059
53771.07  19.92  0.073
53773.08  20.127  0.095
53774.92  20.162  0.126
53778.07  20.219  0.145
53784.05  20.208  0.075
53786.06  20.357  0.099
