#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  SWOPE
@BAND  SWOPE_i
@MAGSYS  Linear_AB11_off
53689.19  16.169  0.009
53690.27  15.752  0.009
53694.26  14.807  0.008
53695.22  14.695  0.008
53698.22  14.397  0.007
53699.22  14.346  0.01
53702.21  14.335  0.011
53703.27  14.335  0.007
53706.22  14.431  0.013
53707.33  14.468  0.006
53712.21  14.713  0.007
53713.18  14.787  0.008
53716.17  14.989  0.006
53720.18  15.34  0.009
53721.16  15.433  0.008
53725.22  15.735  0.006
53730.22  16.025  0.009
53736.17  16.319  0.008
53737.18  16.364  0.011
53741.15  16.544  0.008
53746.18  16.742  0.011
53750.12  16.91  0.009
53755.14  17.096  0.009
53761.2  17.31  0.011
53763.09  17.374  0.012
53764.1  17.407  0.011
53765.09  17.426  0.016
53767.05  17.476  0.01
53771.07  17.595  0.013
53773.08  17.661  0.015
53774.92  17.698  0.014
53778.07  17.777  0.017
53784.05  17.96  0.015
53786.06  18.0  0.018
53798.04  18.271  0.019
53804.07  18.426  0.028
53809.04  18.51  0.029
53819.01  18.688  0.027
