#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                    dc/dP                    
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    5008.118501064316    All      -2.2863622369479533       1.739415773888453         -0.3835662591449407      1.2942115418024591       
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    5997.22685682106     All      3.287664723175815         -0.7343656641454643       0.39566342651708997      -1.292450976510892       
Check         All|All|All                            All                  All      1.0013024862278623        1.0050501097429887        0.012097167372149276     0.0017605652915670955    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    5008.118501064316    All      -0.0008280973131660427    0.00020010058237990375    -0.001558523982986371    0.0002653681139663888    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    5997.22685682106     All      -0.0005338295508632181    0.00013903898737709284    7.602986002651656e-05    0.0002225682830827178    
MWEBV         All|All|All                            All                  All      -0.4452448997470646       -2.824474602171634        -0.010971866923792373    -0.7754830124407586      
Redshift      All|All|All                            All                  All      6.096139173640536         1.299826429527684         7.0870453575475585       -1.2460545700745396      
