#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                    
Zeropoint     VEGAHST|ACSWF|F775W       4068.821046483843    All      -1.7710394819214852       0.3420368087962089         -0.38581280398610596      0.6710814125640383       
Zeropoint     VEGAHST|ACSWF|F850LP      4779.103539441311    All      3.255231740372939         0.6070177610657979         0.3994542696084125        -0.844784607286902       
Zeropoint     VEGAHST|ACSWF|F606W       3176.694604648279    All      -0.5303886436490939       0.05437121304456838        -0.005383797123144842     0.1902352692142643       
Check         All|All|All               All                  All      0.9538036148023603        1.0034257829065751         0.008257668499161718      0.01653207449140065      
Lambda        VEGAHST|ACSWF|F775W       4068.821046483843    All      -0.001576785035150148     0.00030096654245798663     -0.0002468441149407294    0.0006006299458831449    
Lambda        VEGAHST|ACSWF|F850LP      4779.103539441311    All      -0.0005034601719158098    -0.00017883355266574554    -0.004101924239227225     -7.73084695518129e-05    
Lambda        VEGAHST|ACSWF|F606W       3176.694604648279    All      -0.0013885532083389763    0.0001436184406212344      -3.764975203328795e-05    0.0004973985775021662    
MWEBV         All|All|All               All                  All      -0.13865182154058342      -1.6177738940207576        0.010525205431001342      -0.48132902909971564     
Redshift      All|All|All               All                  All      3.532798205361967         0.01060536791328559        3.7482057239745994        -0.9800288772847432      
