#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                      dc/dP                      
Zeropoint     VEGAHST|ACSWF|F775W       4068.821046483843    All      -2.2692889946058985       0.3830164166153338        -0.35818065660567777       0.8479591730508974         
Zeropoint     VEGAHST|ACSWF|F850LP      4779.103539441311    All      3.9151183735050203        0.5552178682345144        0.3589983798924834         -1.0784096831352559        
Zeropoint     VEGAHST|ACSWF|F606W       3176.694604648279    All      -0.5351059741017806       0.054112908940240345      0.0014353458462568192      0.1919920278250678         
Check         All|All|All               All                  All      1.1107234047973404        0.9923471937900885        0.0022530691330624464      -0.03845848225929066       
Lambda        VEGAHST|ACSWF|F775W       4068.821046483843    All      -0.0020327742505497986    0.0003676068759733129     -0.00017422377779535505    0.0007741082960798527      
Lambda        VEGAHST|ACSWF|F850LP      4779.103539441311    All      -0.0003055820866937275    -0.0001673443389033185    -0.004270428902207133      -0.00014554104619282358    
Lambda        VEGAHST|ACSWF|F606W       3176.694604648279    All      -0.0011429670167392876    0.00011051371285211912    4.9763641785483404e-05     0.0004105206346957713      
MWEBV         All|All|All               All                  All      0.029943878620588338      -1.6336005093506856       0.0005647684880316639      -0.5418459331232618        
Redshift      All|All|All               All                  All      3.7223987424007388        -0.08230991128854726      4.120706052686174          -1.0554305942903193        
