#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|DECam|DECam_z          6549.133666239094     All      0.610818231757613          0.07355213713804432        0.37994102613806424       -0.15805021955656479       
Zeropoint     AB|DECam|DECam_i          5588.699335266155     All      0.9639088555444112         0.2897616880865428         -0.46961500843452075      -0.24054867218677453       
Zeropoint     AB|DECam|DECam_r          4600.225443999818     All      0.060510359443855466       0.3493425282337981         -0.03495800993307263      0.09252212424401031        
Zeropoint     AB|DECam|DECam_g          3461.2252163441053    All      -0.6404023422729037        0.2851187067530958         0.1167954861589049        0.30668470053086955        
Check         All|All|All               All                   All      0.994835104472976          0.997775060211481          -0.00783650607062425      0.0006079330315405529      
Lambda        AB|DECam|DECam_z          6549.133666239094     All      -0.00014103323102492618    -1.5127983122930346e-05    -9.581877658674312e-05    3.673552948195832e-05      
Lambda        AB|DECam|DECam_i          5588.699335266155     All      -5.784291337270502e-05     -2.1319770002974976e-05    -0.0004169368699214546    -6.7091882115665284e-06    
Lambda        AB|DECam|DECam_r          4600.225443999818     All      -0.00014351085497977232    -0.00012471455918147464    -0.0008998581499780149    -3.403396441325418e-05     
Lambda        AB|DECam|DECam_g          3461.2252163441053    All      -0.0012416615641325588     0.000313647319921321       -0.0017458002431202907    0.0004287082249988274      
MWEBV         All|All|All               All                   All      -0.49450808482172937       -2.5222737467542444        0.13040804249375704       -0.6546904756061468        
Redshift      All|All|All               All                   All      6.651172796697817          0.08910384190787823        3.4300380198872715        -1.9844149009984962        
