#Format:      
#Parameter    MagSys|Instrument|Band                RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_V        5381.783602584163     All      0.190439576970838          0.08903166033897847        -0.050934122318918584      -0.03530485061548905       
Zeropoint     Linear_AB11_off|LCOGT|LCOGT_g         4708.994513821218     All      -0.28839671943841977       0.26621474269195033        0.006222772556596645       0.18093289315004035        
Zeropoint     Linear_AB11_off|CNIa02|Bessell12_V    5470.044009923093     All      0.1832863208029126         0.06240234706957892        -0.012153207412268774      -0.03991822903870179       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_I        7882.530676113268     All      0.10552783739618578        -0.024633835722154274      0.00480366165903634        -0.042183573769072336      
Zeropoint     Linear_AB11_off|LOSS|LOSS_N2_I        8217.707322551782     All      0.05427042225338555        -0.010506931322673552      0.017635881314925772       -0.02031310678694276       
Zeropoint     Linear_AB11_off|LOSS|LOSS_N2_B        4323.1373639662215    All      -0.17694366771785483       0.11426127374258854        -0.021561470187825282      0.09389284040544343        
Zeropoint     Linear_AB11_off|LOSS|LOSS_N2_R        6359.552531570802     All      0.25214581896336447        -0.03005176880170879       0.036965996695020875       -0.09027141570614183       
Zeropoint     Linear_AB11_off|LCOGT|LCOGT_V         5480.85770558115      All      0.24021780939928397        0.07395655931898837        0.0484678103778613         -0.051993863211247104      
Zeropoint     AB|CNIa02|SDSS_r                      6167.6185941218       All      0.27501246651424094        -0.03719825055026327       -0.019884992848551164      -0.10258467787777059       
Zeropoint     Linear_AB11_off|LCOGT|LCOGT_i         7532.641519541108     All      0.13338689734937065        -0.026375015084134645      0.03137534638775197        -0.050639573282861006      
Zeropoint     Linear_AB11_off|LCOGT|LCOGT_r         6207.488828360288     All      0.37310822491476126        -0.03944510957718528       0.05624300248558978        -0.13187232675942046       
Zeropoint     AB|CNIa02|SDSS_i                      7479.315535316025     All      0.04458320692070286        -0.00883624040288744       0.009599576080654426       -0.016972086449687507      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_B        4449.93392696318      All      -0.32151152116970755       0.2152638850135169         -0.08209310118062474       0.17118197111448824        
Zeropoint     Linear_AB11_off|LCOGT|LCOGT_B         4373.544030945532     All      -0.3309022414784743        0.235175451361469          0.035215816701461566       0.18596164811988392        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_R        6361.893557494775     All      0.33635393141057196        -0.04625544468725984       -1.733705993212098e-05     -0.12462923494301059       
Zeropoint     Linear_AB11_off|CNIa02|Bessell12_B    4372.353298344049     All      -0.16370385492395306       0.09858552369541584        -0.06387462600835336       0.08258584848736955        
Zeropoint     Linear_AB11_off|LOSS|LOSS_N2_V        5336.095671454869     All      0.09101417839976948        0.0643738558717466         0.011491304109711997       -0.008164825363189687      
Check         All|All|All                           All                   All      0.9978886865669779         0.9959627029559659         0.007502311352136637       -0.00029256252630921464    
Lambda        Linear_AB11_off|LOSS|LOSS_K4_V        5381.783602584163     All      4.038212168249337e-05      -1.650175186223642e-05     -0.0004623045175711437     -3.915947636872198e-05     
Lambda        Linear_AB11_off|LCOGT|LCOGT_g         4708.994513821218     All      -5.356716700131305e-05     -4.225905385713939e-05     -0.00046330504649397806    -1.699175186498415e-05     
Lambda        Linear_AB11_off|CNIa02|Bessell12_V    5470.044009923093     All      3.953963513397901e-05      -4.79597897742593e-06      -0.00011977500440678247    -1.978657645444109e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K4_I        7882.530676113268     All      9.783654700605266e-06      3.0880740648660442e-06     4.176956284994329e-05      -3.1698714179055077e-07    
Lambda        Linear_AB11_off|LOSS|LOSS_N2_I        8217.707322551782     All      -6.158785368229063e-06     1.4548129495718814e-06     7.479359310440475e-07      2.5133763975094397e-06     
Lambda        Linear_AB11_off|LOSS|LOSS_N2_B        4323.1373639662215    All      -8.526936455400242e-05     4.38252347929722e-05       -6.267779645726033e-05     3.925333590629641e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_N2_R        6359.552531570802     All      -5.268039191156571e-05     5.0579358516605426e-06     -2.821562183597767e-05     1.7548139274168508e-05     
Lambda        Linear_AB11_off|LCOGT|LCOGT_V         5480.85770558115      All      3.81321683131934e-05       -2.627053898640372e-05     -0.00031305678069308687    -3.494836685815962e-05     
Lambda        AB|CNIa02|SDSS_r                      6167.6185941218       All      9.653587143801383e-06      -1.1683392080419167e-05    -7.028759957874788e-05     -1.0086768849025737e-05    
Lambda        Linear_AB11_off|LCOGT|LCOGT_i         7532.641519541108     All      -2.8436522243381515e-05    1.297669991477552e-06      -3.7875852340204274e-05    7.995179304316314e-06      
Lambda        Linear_AB11_off|LCOGT|LCOGT_r         6207.488828360288     All      -7.453174153509352e-05     -8.129679651597742e-06     -0.00014820901801049018    1.5015448343993036e-05     
Lambda        AB|CNIa02|SDSS_i                      7479.315535316025     All      -7.259398441534192e-06     1.2145454825475731e-06     -2.1527657934847166e-06    2.6641742704802477e-06     
Lambda        Linear_AB11_off|LOSS|LOSS_K4_B        4449.93392696318      All      -0.00020390899213052562    7.677997104190105e-05      -0.00034409285253603943    7.60743460504851e-05       
Lambda        Linear_AB11_off|LCOGT|LCOGT_B         4373.544030945532     All      -0.00017471644283495962    5.6585834876212395e-05     -0.00031562620492024565    6.125781356257277e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_K4_R        6361.893557494775     All      -7.865607632004519e-05     -1.5716317235263025e-05    -0.00021244417332037005    1.1021142455990706e-05     
Lambda        Linear_AB11_off|CNIa02|Bessell12_B    4372.353298344049     All      -8.362294375749862e-05     4.400175398006631e-05      -6.70669517588888e-05      3.857867275133458e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_N2_V        5336.095671454869     All      1.9402205720212283e-05     2.218346465671178e-05      -1.7135570538399922e-05    1.4126572401912197e-07     
MWEBV         All|All|All                           All                   All      -0.9002705885761051        -4.102776274652342         0.013543431068918643       -1.0425570801367412        
Redshift      All|All|All                           All                   All      4.018296383945394          -0.023255796322096955      -0.5262244674961447        -1.3399494893532453        
