#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LCOGT
@BAND  LCOGT_r
@MAGSYS  Linear_AB11_off
57918.69799  16.298  0.023
57918.69986  16.29  0.023
57918.74772  16.275  0.022
57918.74958  16.275  0.022
57919.74534  15.903  0.023
57919.7472  15.899  0.023
57920.96496  15.442  0.022
57920.96689  15.436  0.022
57923.00815  14.794  0.022
57923.01  14.805  0.021
57924.95801  14.346  0.023
57924.9599  14.351  0.022
57927.95784  13.887  0.021
57927.9597  13.901  0.021
57928.97412  13.811  0.022
57928.97601  13.805  0.021
57932.96841  13.598  0.021
57932.96995  13.598  0.022
57934.02428  13.551  0.021
57934.02582  13.553  0.021
57935.03235  13.533  0.022
57935.03389  13.53  0.021
57935.81918  13.523  0.022
57935.82068  13.519  0.022
57936.15282  13.513  0.022
57936.15436  13.521  0.021
57940.91234  13.639  0.022
57940.91389  13.641  0.022
57941.86473  13.65  0.021
57941.86627  13.664  0.022
57942.72861  13.706  0.021
57942.73019  13.708  0.021
57943.16284  13.755  0.022
57943.16436  13.745  0.021
57944.51121  13.853  0.022
57944.51277  13.86  0.022
57945.4824  13.919  0.022
57945.48393  13.929  0.021
57949.13891  14.132  0.022
57949.14045  14.132  0.022
57951.81953  14.23  0.022
57951.82108  14.219  0.021
57954.47921  14.292  0.022
57954.48076  14.291  0.022
57957.43052  14.329  0.022
57957.43207  14.33  0.022
57960.81612  14.388  0.021
57960.81766  14.383  0.021
57963.8474  14.504  0.022
57963.84895  14.507  0.022
57968.10199  14.802  0.022
57968.10353  14.803  0.022
57971.07635  14.965  0.022
57971.07789  14.985  0.021
57975.41648  15.209  0.022
57975.41803  15.2  0.022
57981.01046  15.403  0.022
57981.012  15.418  0.023
57985.77064  15.568  0.023
57985.77219  15.574  0.024
57990.99653  15.759  0.022
57990.99807  15.758  0.023
57995.76381  15.869  0.024
57995.76535  15.85  0.023
58000.74642  16.058  0.025
58000.74798  16.058  0.025
58005.73874  16.212  0.024
58005.74028  16.18  0.024
58011.98897  16.405  0.023
58011.9905  16.411  0.024
58022.38536  16.644  0.039
