#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LCOGT
@BAND  LCOGT_V
@MAGSYS  Linear_AB11_off
57918.70193  16.325  0.024
57918.7038  16.321  0.024
57918.72591  16.313  0.024
57918.72779  16.328  0.024
57919.76315  15.913  0.023
57919.765  15.914  0.023
57920.98365  15.459  0.023
57920.9855  15.454  0.024
57923.02586  14.81  0.022
57923.02771  14.814  0.022
57924.97759  14.37  0.023
57924.97948  14.364  0.023
57925.97838  14.199  0.022
57925.98029  14.194  0.022
57927.94817  13.916  0.022
57927.95005  13.911  0.026
57928.9644  13.827  0.022
57928.96629  13.82  0.023
57932.96122  13.573  0.025
57932.96276  13.568  0.022
57934.01707  13.541  0.022
57934.01861  13.542  0.022
57935.02516  13.544  0.022
57935.0267  13.532  0.022
57935.81201  13.504  0.023
57935.81353  13.513  0.022
57936.14562  13.524  0.022
57936.14716  13.531  0.022
57940.90506  13.595  0.022
57940.90663  13.613  0.022
57941.85746  13.61  0.022
57941.859  13.614  0.022
57942.72132  13.663  0.023
57942.72287  13.664  0.023
57943.15563  13.68  0.022
57943.15716  13.679  0.022
57944.50399  13.755  0.022
57944.50554  13.745  0.023
57945.47512  13.824  0.022
57945.47667  13.821  0.023
57949.13173  14.039  0.022
57949.13326  14.036  0.022
57951.81226  14.219  0.022
57951.81381  14.223  0.023
57954.47203  14.371  0.025
57957.4233  14.511  0.023
57957.42485  14.497  0.022
57960.80881  14.653  0.022
57960.81036  14.653  0.022
57963.8401  14.791  0.023
57963.84164  14.825  0.023
57968.09479  15.114  0.023
57968.09633  15.105  0.023
57971.06916  15.236  0.023
57971.07069  15.265  0.023
57975.40924  15.455  0.023
57975.4108  15.465  0.023
57981.00328  15.615  0.023
57981.00482  15.624  0.023
57985.76345  15.752  0.023
57985.76499  15.754  0.023
57990.98933  15.901  0.025
57990.99087  15.884  0.024
57995.75661  15.967  0.025
57995.75815  15.995  0.026
58000.73921  16.128  0.027
58000.74076  16.116  0.027
58005.73153  16.262  0.028
58005.73308  16.241  0.028
58011.98171  16.39  0.025
58011.98325  16.391  0.025
58133.35361  18.864  0.04
58133.3555  18.863  0.04
58158.33667  19.347  0.047
58158.33949  19.295  0.049
58190.30721  19.781  0.052
58190.31002  19.777  0.053
