#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LCOGT
@BAND  LCOGT_i
@MAGSYS  Linear_AB11_off
56542.03597  18.018  0.072
56542.03788  18.081  0.074
56545.27438  17.939  0.071
56545.27629  17.968  0.071
56546.28413  18.213  0.087
56546.28603  18.263  0.086
56546.3141  18.26  0.082
56546.31601  18.302  0.083
56546.6586  18.215  0.089
56546.66053  18.206  0.087
56546.68837  18.218  0.089
56546.69028  18.217  0.083
56547.27913  18.263  0.078
56548.01705  18.349  0.083
56548.01952  18.24  0.081
56548.27376  18.259  0.095
56548.27625  17.919  0.075
56548.31029  17.987  0.072
56548.31277  18.047  0.074
56550.27205  18.24  0.096
56550.27454  18.277  0.1
56550.29599  18.414  0.084
56550.29848  18.397  0.084
56551.2651  18.345  0.083
56551.26538  18.427  0.085
56551.26758  18.049  0.072
56551.26786  17.979  0.074
56551.3022  18.478  0.087
56551.30469  18.451  0.084
56553.00885  18.076  0.076
56553.01154  18.136  0.076
56553.04748  18.157  0.081
56560.9678  18.484  0.082
56561.00272  18.451  0.076
56564.20686  18.564  0.08
56564.20935  18.704  0.078
56600.1574  18.592  0.077
56600.15988  18.478  0.076
56603.91726  18.494  0.076
