#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                    
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    3836.864980654113    All      -2.878449209144611         0.22410801726469032        -0.4842963309566153       0.9889930387844448       
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    4594.649608048393    All      3.8706843858907383         0.7776744514270462         0.48843364650619503       -0.9856985423102097      
Check         All|All|All                            All                  All      0.9922351767461273         1.0017824686917365         0.004137315549579745      0.0032944964742350757    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    3836.864980654113    All      -0.0022965396901073196     9.585149074754726e-05      -0.0019611411380843196    0.0006917637931391906    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    4594.649608048393    All      -0.00044650161463239064    -0.00012227253938042258    -0.0012312921652266368    5.066516241560872e-05    
MWEBV         All|All|All                            All                  All      -0.17914387790609543       -1.8858647260115546        0.03516030844532345       -0.5543660865955863      
Redshift      All|All|All                            All                  All      10.049136714133722         1.0888713759033664         2.9536167515806926        -2.7868468544833225      
