#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4395.026066242866     All      -0.31365308179031026       0.21107266126483282       0.06376975981630673        0.17376618897393392        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6263.176781925211     All      0.3911091869510635         -0.0544102815342562       0.03716976755123169        -0.14346163202957687       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4804.557006586233     All      -0.15720274059790476       0.24232606225291775       0.04013369059751026        0.13193065747970079        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_B             4453.071972278686     All      -0.196067743460538         0.14427941840589042       -0.03518854655706338       0.10929196449124129        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6219.274059726068     All      0.4403135618357331         -0.04539236257201651      0.15413442229947616        -0.1513320874764565        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_R             6366.379896079462     All      0.30343122060049255        -0.06712658040202157      -0.18320748305951096       -0.12887857530347463       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7630.571375564248     All      0.10581806169368943        -0.02534538946070697      0.04925744771948071        -0.040526117529911254      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7604.014847756249     All      0.10766177054530254        -0.026002676497061117     0.06830767130804605        -0.04049065018669751       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_I             7888.0893515607       All      0.08162117632166543        -0.024176768488759492     0.00191982150232195        -0.03437619845752665       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5372.683103176692     All      0.22718618353597098        0.15829420924848847       0.016365384975952635       -0.021710070536083703      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3594.2669530842522    All      -0.13610438699876506       0.06568608644359486       -0.04411184019461889       0.06376128708003165        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4398.140976112707     All      -0.28061333073346884       0.17558267288659835       -0.02772581659394313       0.14736077092726285        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_V             5385.578778220553     All      0.17370729716303784        0.11783683027841718       -0.1368254188287399        -0.02430473917399284       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5435.302672924637     All      0.23808264030048124        0.12838078237109585       -0.01321926473346613       -0.03632341928269389       
Check         All|All|All                                All                   All      0.9852898153664498         1.0010046641970138        -0.009220404197016197      0.0047073789757566264      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4395.026066242866     All      -0.000197283019648134      6.049979859175899e-05     -0.00030321157781140507    7.043740458623144e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6263.176781925211     All      -0.00011795933093628384    1.9864675463817442e-05    -0.00025737303303625925    3.340843676681882e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4804.557006586233     All      -0.00013920470321730557    5.188518743741364e-05     -0.0005054108959075701     3.969009704084108e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_K4_B             4453.071972278686     All      -0.00012115739531682933    7.817953459166614e-05     -0.00019198990192095507    5.6362968516392384e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              6219.274059726068     All      -9.638139010666255e-05     6.611912886426469e-05     -0.0002611213750806052     4.127911745435972e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_K4_R             6366.379896079462     All      -8.21671761710604e-05      1.1273623089606292e-05    -0.00025851021139881115    1.8900618989911907e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7630.571375564248     All      -2.8728338681910655e-05    7.183510082356672e-06     -4.081148447077792e-05     9.876441495690799e-06      
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7604.014847756249     All      -4.0027261014950256e-05    1.05921465327956e-05      -5.448480599036606e-05     1.4056999715656584e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K4_I             7888.0893515607       All      7.654912982885363e-06      -4.956181226456392e-07    2.54802906586604e-05       -1.51782778022623e-06      
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5372.683103176692     All      1.913652880708795e-05      9.749645419854516e-05     -0.0005571327805124313     6.621284890078585e-07      
Lambda        Linear_AB11_off|SWOPE|SWOPE_u              3594.2669530842522    All      -0.00038376680433818515    0.00018770703422869224    -0.00021436664278448792    0.00017658163143498452     
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4398.140976112707     All      -0.0001867775740259497     7.161061070395358e-05     -0.000266128239237029      7.22894514509545e-05       
Lambda        Linear_AB11_off|LOSS|LOSS_K4_V             5385.578778220553     All      1.4520049099523035e-05     5.5014449190687066e-05    -0.000570280233167945      -1.2258629268027504e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5435.302672924637     All      1.5636288270910863e-05     4.020837274709674e-05     -0.0004686757107824268     -1.2910908111077067e-05    
MWEBV         All|All|All                                All                   All      -0.9866446664128983        -4.067554315533517        0.009857466766241552       -1.0031137381673105        
Redshift      All|All|All                                All                   All      6.439583585146491          -1.7947281129832682       6.443567189757177          -2.3946394114439826        
