#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4395.026066242866     All      -0.33301237632982406       0.20746593456344442       0.027798627892996627       0.1772920921545958         
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6263.176781925211     All      0.40981947133884883        -0.057202056836658244     0.06943813084930991        -0.14902557141666178       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4804.557006586233     All      -0.15996305917491094       0.24521269792017186       0.016840331828561095       0.13273058063700185        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_B             4453.071972278686     All      -0.21018347339312546       0.14853422891869528       -0.04214509472337769       0.11496541509274202        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6219.274059726068     All      0.4486322314994785         -0.04734812470963412      0.16108439198406865        -0.15436866270595936       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_R             6366.379896079462     All      0.32951776235634056        -0.07896885995988256      -0.15695602935486228       -0.14006175841623428       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7630.571375564248     All      0.12221739974764091        -0.02935416112945788      0.058761940866622          -0.04674956839686371       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7604.014847756249     All      0.11655311021582557        -0.028250001642149414     0.06783960328189707        -0.0441397674945782        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_I             7888.0893515607       All      0.09138319546036444        -0.028943799382474822     0.014637191317275861       -0.03854127023855781       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5372.683103176692     All      0.2234340986121005         0.16069505100237969       0.011940931911895606       -0.019903302911332615      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3594.2669530842522    All      -0.16005966391283788       0.07650020309366568       -0.044636208788926435      0.07506342228091878        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4398.140976112707     All      -0.2934697435853745        0.1733427950895816        -0.04830793722315948       0.14990044015484796        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_V             5385.578778220553     All      0.17462392753025363        0.12342860308245385       -0.12722626664334902       -0.022353525399980007      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5435.302672924637     All      0.23573936869722406        0.13150707577782583       -0.009138389598625873      -0.03435969130111074       
Check         All|All|All                                All                   All      0.995232249062004          0.9966195857879612        -6.877639967395842e-05     0.00044883203882793016     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4395.026066242866     All      -0.0001926209489177346     4.170216563496846e-05     -0.00030557703925995013    6.269024761371006e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6263.176781925211     All      -0.00012428586262986047    2.148372699506392e-05     -0.00020884800620658123    3.816202370508884e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4804.557006586233     All      -0.0001151926169171324     4.308458987836549e-05     -0.00043617652017151614    3.2091538609772046e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K4_B             4453.071972278686     All      -0.00012266575261898207    7.278448833430394e-05     -0.0001864897107885974     5.534239432418507e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              6219.274059726068     All      -9.739286029713365e-05     7.065465938795582e-05     -0.00020558788350153357    4.556416275093791e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_K4_R             6366.379896079462     All      -8.674121475536075e-05     1.4382661427659863e-05    -0.0002178707915704287     2.3216800566082047e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7630.571375564248     All      -2.8760594861647224e-05    8.235830080013016e-06     -3.545725510992237e-05     1.0468658303453055e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7604.014847756249     All      -3.984340277808347e-05     1.1065641694545163e-05    -4.7591185541556124e-05    1.4458974610239558e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K4_I             7888.0893515607       All      4.980282498971526e-06      2.6729487842426887e-07    2.3537499658419303e-05     -4.848046147699714e-07     
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5372.683103176692     All      4.679765502921684e-05      0.00010197602632375069    -0.00045200497629900046    -2.1974952633319946e-06    
Lambda        Linear_AB11_off|SWOPE|SWOPE_u              3594.2669530842522    All      -0.00035185276779383084    0.0001616915889662551     -0.00017303140607796873    0.00015955669515550628     
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4398.140976112707     All      -0.00017878359282661054    5.778376317352441e-05     -0.0002654390174837816     6.521244645109345e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_K4_V             5385.578778220553     All      2.5832615060898465e-05     4.387451531172931e-05     -0.0004936550617175346     -1.615271765617961e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5435.302672924637     All      2.8028234377373764e-05     2.9112684741034407e-05    -0.0003975501689167422     -1.7387596996069396e-05    
MWEBV         All|All|All                                All                   All      -0.9825228756249182        -4.0714337759685915       0.003331418170912947       -1.0060112364997584        
Redshift      All|All|All                                All                   All      6.476077810611202          -1.635865592810104        5.614832584326446          -2.391762651260125         
