#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4685.834708314142     All      -0.28491111064997743       0.2831029740279156         -0.10409024829435215       0.18037580477575468        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6065.59360407896      All      0.5119558179795405         -0.0361993424320417        -0.20244899633256666       -0.18758653840688727       
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_I             8020.291787043185     All      0.05175445364322183        -0.007486562878789016      0.016830454363972947       -0.018545682173989105      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3505.4513489216565    All      -0.1487070215559703        0.0632311752732484         -0.049089182052784834      0.06684461853028899        
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_B             4310.691766712071     All      -0.017087904475820342      0.005766155745323687       -0.03276271811194266       0.005982269654660549       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_B             4285.382073814598     All      -0.0685111163735253        0.06009395966612985        0.05921523992199682        0.044533408439403496       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_V             5282.041685044431     All      0.06017237276300777        0.03679826712801315        0.09796983963070971        -0.003241771207031723      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4289.461361302649     All      -0.3258731326777041        0.20233538221710035        -0.1357912212179717        0.165995152308776          
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7416.116958818062     All      0.1903203651138033         -0.026642106608321114      0.045287468269812406       -0.06865084318213684       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6108.411474527414     All      0.45718729214297077        -0.011485638584218805      0.054713622090540086       -0.15022057475595624       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5300.994426763863     All      0.22121222775211397        0.13450472734959362        0.16188934261119886        -0.021019107643252793      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4286.423421954368     All      -0.21945486670467543       0.185861223267203          0.1601881828926014         0.13917324789191038        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7442.017265457041     All      0.18380606521265988        -0.024350692170216348      0.053720613095534026       -0.06540619980090817       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_R             6266.675010239397     All      0.1154622213604105         0.00027114609650880084     0.06542045795265768        -0.03460210831413277       
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_R             6210.267183668109     All      0.06370938875367727        -0.006800460401557018      -0.03463062109642407       -0.02451278314183856       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5239.9222086712525    All      0.17194582635425104        0.1378692977743512         -0.08957932211729887       -0.01509736016611393       
