#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  SWOPE
@BAND  SWOPE_i
@MAGSYS  Linear_AB11_off
53429.26  15.725  0.011
53430.3  15.767  0.011
53431.32  15.798  0.008
53432.31  15.819  0.01
53436.29  16.004  0.008
53444.31  16.597  0.012
53445.31  16.558  0.013
53446.32  16.55  0.011
53452.26  16.287  0.01
53453.2  16.264  0.008
53454.25  16.271  0.009
53455.29  16.294  0.007
53456.29  16.348  0.01
53457.27  16.415  0.009
53458.27  16.498  0.009
53459.29  16.599  0.009
53460.23  16.674  0.01
53461.2  16.756  0.011
53464.3  16.956  0.011
53465.3  17.035  0.008
53466.31  17.084  0.009
53467.28  17.148  0.008
53468.25  17.207  0.011
53473.22  17.451  0.011
53474.34  17.504  0.009
53475.23  17.556  0.009
53476.32  17.587  0.009
53477.36  17.651  0.01
53478.27  17.676  0.012
53479.24  17.732  0.016
53480.25  17.785  0.019
53483.25  17.872  0.013
53490.23  18.186  0.014
53491.23  18.23  0.015
53512.29  18.918  0.05
