#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                     
Zeropoint     AB|MEGACAMPSF|i           4023.204822869983     All      1.6019796438574438        0.8397785064982344        -1.0151072633407532       -0.29357356105436244      
Zeropoint     AB|MEGACAMPSF|z           4635.795084928582     All      0.7316731697073701        0.22939607841507836       0.4515193194736866        -0.14345893958449402      
Zeropoint     AB|MEGACAMPSF|r           3290.4219721061913    All      -1.3324269133006215       -0.0693491626474696       0.5747319075981472        0.43707362279938045       
Check         All|All|All               All                   All      1.0012259002641926        0.9998254222658431        0.01114396373108062       4.112216052398754e-05     
Lambda        AB|MEGACAMPSF|i           4023.204822869983     All      0.000809339474092929      0.00045459044587335565    -0.0004152512558580757    -0.0001340841857563941    
Lambda        AB|MEGACAMPSF|z           4635.795084928582     All      6.369232945997838e-07     -8.656540659824424e-06    -0.00030582373303882      -1.667469556375979e-05    
Lambda        AB|MEGACAMPSF|r           3290.4219721061913    All      -0.0027512793032089993    -0.0002549142641672197    -0.0025026292266171826    0.0007014673729626141     
MWEBV         All|All|All               All                   All      -0.553259574798642        -1.67170684148914         0.14464836584355684       -0.357860078361541        
Redshift      All|All|All               All                   All      2.4730543693469325        0.04058448517092472       4.073472397652789         -0.6105551028330866       
