#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                      
Zeropoint     AB|MEGACAMPSF|i           4023.204822869983     All      1.6381739425027109        0.8321644583615395        -0.718964510624114        -0.29462788993377037       
Zeropoint     AB|MEGACAMPSF|z           4635.795084928582     All      0.8848427125398657        0.27014893890644487       0.6228270441547534        -0.17243207445740052       
Zeropoint     AB|MEGACAMPSF|r           3290.4219721061913    All      -1.5250779320331325       -0.1034497233593612       0.09570271209711707       0.4673418502381356         
Check         All|All|All               All                   All      0.9979387230094442        0.9988636739086232        -0.0004347543722435371    0.0002818858469647023      
Lambda        AB|MEGACAMPSF|i           4023.204822869983     All      0.0011796574591401367     0.0005814572605788111     -0.0002727235237746131    -0.00020702388316561814    
Lambda        AB|MEGACAMPSF|z           4635.795084928582     All      -8.349911406467885e-07    -2.284643912349187e-06    -0.0003614756309755684    -1.6603196812819307e-05    
Lambda        AB|MEGACAMPSF|r           3290.4219721061913    All      -0.0033583242646237545    -0.0002664027764404306    -0.0012207273942188778    0.0009526650928909895      
MWEBV         All|All|All               All                   All      -0.5454645197823107       -1.6730908338846717       0.11418230805160245       -0.36220955631898744       
Redshift      All|All|All               All                   All      2.6183512275135588        -0.2651460346731582       0.7474848293213158        -0.9058931076774258        
