#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|PS|PS_r                4301.89829816878      All      -0.4041368819456327        0.3687439302202833         -0.6438702737060487       0.223019734419605          
Zeropoint     AB|PS|PS_g                3387.5025684143866    All      -0.5809896613326799        0.16425022028503378        -0.0254140999429886       0.24161503254903072        
Zeropoint     AB|PS|PS_z                5988.170984010511     All      0.44953342278745256        0.006780580155130167       -0.8442904754881297       -0.18189597321635054       
Zeropoint     AB|PS|PS_i                5210.530530024379     All      1.5279948658152063         0.45961465771746646        1.5231648619787652        -0.28003473029532544       
Check         All|All|All               All                   All      0.9924017453243462         0.9993893883779137         0.009590012841598217      0.0027040634569597266      
Lambda        AB|PS|PS_r                4301.89829816878      All      -0.00033289632469110186    -0.00011057207311562952    -0.001919479363112103     -1.3239225137096355e-05    
Lambda        AB|PS|PS_g                3387.5025684143866    All      -0.0003654977512401782     0.00017251635807448383     0.0007145613509094269     0.00020713648677174383     
Lambda        AB|PS|PS_z                5988.170984010511     All      -0.00022956535649216797    -1.6980065498546796e-05    0.00010591579981214783    7.39725588169008e-05       
Lambda        AB|PS|PS_i                5210.530530024379     All      0.0002466376043900241      9.08641770522727e-05       0.00019858084247388364    -4.1878779126654504e-05    
MWEBV         All|All|All               All                   All      -0.5182542400289707        -2.424767703407582         0.05064498207061341       -0.6187541045064943        
Redshift      All|All|All               All                   All      0.46566429653933294        -0.07101077389162214       -9.545259245234705        -0.6007738068495472        
