#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|MEGACAMPSF|i           3949.913169458478     All      0.8503937494449836        0.6873209166295524         -2.090486361693389        -0.1464069916506272        
Zeropoint     AB|MEGACAMPSF|r           3227.4305854098384    All      -1.1774247082925422       -0.07396765818068474       0.7129734714620306        0.39124899534272173        
Zeropoint     AB|MEGACAMPSF|z           4551.653002487001     All      1.3225936613077005        0.3843573227902297         1.3715565275034147        -0.24440817402263948       
Check         All|All|All               All                   All      0.9955627024601421        0.9977105812390974         -0.005956362727943532     0.00043382966945504364     
Lambda        AB|MEGACAMPSF|i           3949.913169458478     All      0.0009569451558321565     0.0007515834182387445      -0.00177890179207301      -0.00014627729091446723    
Lambda        AB|MEGACAMPSF|r           3227.4305854098384    All      -0.003105180715507011     -0.00020503465369855618    0.0012631636767646683     0.0010010421776955097      
Lambda        AB|MEGACAMPSF|z           4551.653002487001     All      0.00030966992977686893    8.328655607807547e-05      0.00047292941675503746    -5.26358448219392e-05      
MWEBV         All|All|All               All                   All      -0.5164037001101236       -1.6185099683323045        0.1540969715383922        -0.3521156296812447        
Redshift      All|All|All               All                   All      4.694030686063705         0.28817804195071517        -4.057144926175843        -1.616182898696769         
