#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5339.740564049786     All      0.1669844445030319         0.11325776643661967        0.0993144391937352         -0.013068599314941531     
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7508.098268732209     All      0.16280561924864234        -0.019787660227138515      0.13077534677453512        -0.05364073516862201      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_R             6262.895595766976     All      0.16865324309339533        -0.012234432772112447      0.09929086683082983        -0.0544901716969655       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6166.86468350254      All      0.4293806475749048         -0.008926782878948547      0.22741241424233047        -0.13262277840477332      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5285.351156166219     All      0.14233826093883156        0.1341189619547989         -0.14547289644645245       -0.009169083321562427     
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4726.459841752539     All      -0.2536686503235098        0.24700235419327088        -0.08120057738631101       0.15946140892992056       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_I             7759.869952047435     All      0.06943227264384604        -0.01243800395638317       0.034505509313390026       -0.02512802013820677      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4313.281519609202     All      -0.30521037526681305       0.18484450746604764        -0.16687414805189454       0.15218017083053784       
Zeropoint     Linear_AB11_off|LOSS|LOSS_N2_B             4255.86465916         All      -0.06660240524213805       0.0467938795802203         -0.0016968630794055028     0.036861177387778436      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_V             5298.037214452871     All      0.055046471963862295       0.030118846514820552       0.0622987392920514         -0.0053396410964269385    
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4326.65002693624      All      -0.3211491024207944        0.1976352996494346         -0.1618486257542448        0.16176258643058553       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6118.180936942319     All      0.38508114963532797        -0.05352910398805921       -0.23130087571020702       -0.15319168521032103      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3535.8428240112653    All      -0.15445784200327964       0.07209189496950597        -0.04638249895161026       0.07172486469590066       
Zeropoint     Linear_AB11_off|LOSS|LOSS_N2_V             5253.060237069735     All      0.05558171676695921        0.06174784318393467        0.01284593577798171        0.0025817653480648094     
Zeropoint     Linear_AB11_off|LOSS|LOSS_N2_R             6260.590998744669     All      0.14334246413681845        -0.0069207020690909005     0.02012144523008512        -0.04804772905843248      
Zeropoint     Linear_AB11_off|LOSS|LOSS_N2_I             8089.830886447339     All      0.06035323323878639        -0.013890077239941956      0.0003632945060033643      -0.024167276590034495     
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7480.413025538508     All      0.16038156853687582        -0.03417546846666286       0.011926622736684739       -0.06284139729270778      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_B             4380.688130155757     All      -0.04019627394484891       0.017490098094752327       -0.037295670210237         0.01712601472990188       
Check         All|All|All                                All                   All      0.8580964430798982         0.9431992204450679         -0.17321754169273565       0.01999087105969539       
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5339.740564049786     All      2.490260205003651e-05      1.7542634853624534e-05     -0.00013094625020674506    -8.240913183953111e-06    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7508.098268732209     All      -7.542759781705524e-05     3.363819000269402e-06      -0.0001269285511800517     2.000071834060507e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K4_R             6262.895595766976     All      -5.7598428135969765e-05    -5.674985303636763e-07     -9.190244068444736e-05     1.4475666199295377e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6166.86468350254      All      -0.00011288230189774652    -2.4281860939695153e-06    -0.00021859254119395771    2.6223758195506446e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5285.351156166219     All      -0.00010113021207049872    1.6868108460308482e-05     -0.001020529702198789      -7.105618459422434e-06    
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4726.459841752539     All      -0.00020054596235705917    1.46955610896263e-05       -0.0007027501524026704     3.875073373534841e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K4_I             7759.869952047435     All      -4.2952461751635854e-05    9.168972122300753e-07      -8.437694457675775e-05     1.052433796640069e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4313.281519609202     All      -0.00022877586154444935    7.38340098839973e-05       -0.0002640645370595281     8.678600320888968e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_N2_B             4255.86465916         All      -0.00010019587819270852    1.8174972995430763e-05     -0.0002100408966744735     2.9184119981673096e-05    
Lambda        Linear_AB11_off|LOSS|LOSS_K4_V             5298.037214452871     All      -2.299959358046792e-05     1.0984915942048155e-05     -0.0001674033926114341     3.599428252361433e-06     
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4326.65002693624      All      -0.00030789026738038845    7.87094215319944e-05       -0.0005643804307887792     0.000100742530910202      
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              6118.180936942319     All      -5.960447880670489e-05     -2.7023056114293295e-05    -0.00035170911992666166    -5.082321412879821e-06    
Lambda        Linear_AB11_off|SWOPE|SWOPE_u              3535.8428240112653    All      -0.00044428626938046786    9.524051955658684e-05      -0.0005190434014043282     0.0001525791019363719     
Lambda        Linear_AB11_off|LOSS|LOSS_N2_V             5253.060237069735     All      -1.0332950513584793e-05    1.9574485403595173e-05     -0.00020989888936761428    3.750124018947253e-07     
Lambda        Linear_AB11_off|LOSS|LOSS_N2_R             6260.590998744669     All      -5.450931127727761e-05     -1.9524358951817678e-06    -7.195996165251935e-05     1.3908260793387846e-05    
Lambda        Linear_AB11_off|LOSS|LOSS_N2_I             8089.830886447339     All      -1.5101080138743016e-05    -7.522670514030962e-07     -4.008750163235029e-05     2.8849594018592606e-06    
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7480.413025538508     All      -5.046208731724524e-05     -1.299406295813167e-05     -0.0002216321791120921     2.3141419611586138e-06    
Lambda        Linear_AB11_off|LOSS|LOSS_K4_B             4380.688130155757     All      -8.649309657830808e-05     1.0938996697357566e-05     -0.00017964109568919832    2.372028116164348e-05     
MWEBV         All|All|All                                All                   All      -0.9870210304486156        -3.9937480969718386        -0.14834987456288085       -0.9860100975043445       
Redshift      All|All|All                                All                   All      6.49435264355692           -0.5357954921640484        7.302792668006286          -1.964060436548569        
