#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6118.180936942319     All      0.37031811104007306        -0.060632024485141045      -0.37290097175674664       -0.15701549467618514       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3535.8428240112653    All      -0.12762510469573415       0.06390695210418684        -0.0026060025209761724     0.0622719981936636         
Zeropoint     Linear_AB11_off|LOSS|LOSS_N2_V             5253.060237069735     All      0.07378375694027617        0.07417268491982654        0.03600724006311813        0.0017335243870350305      
Zeropoint     Linear_AB11_off|LOSS|LOSS_N2_R             6260.590998744669     All      0.16911767319293333        -0.007728873090506738      0.015009938811925187       -0.05693491357205418       
Zeropoint     Linear_AB11_off|LOSS|LOSS_N2_I             8089.830886447339     All      0.06162194027221732        -0.013218980956519744      0.0022242565147226803      -0.024278891884762233      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7480.413025538508     All      0.13812275474539146        -0.03181395585070135       -0.019969274029704085      -0.056245114377251555      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_B             4380.688130155757     All      -0.06795334710524176       0.03550927404791793        -0.04191950906880572       0.03183050436831704        
Check         All|All|All                                All                   All      0.9952265446579718         0.9964992798521699         0.0005127888760084048      0.00043745513687666604     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5339.740564049786     All      5.3049763097784465e-05     1.5243439266287537e-05     -1.151434682556685e-05     -1.2828595878371202e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7508.098268732209     All      -4.887531149308204e-05     5.977135498385557e-06      -5.4644688368129764e-05    1.542870510913154e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_K4_R             6262.895595766976     All      -5.407010803332525e-05     2.1747743751544863e-06     -5.142218249584151e-05     1.6026072770863014e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6166.86468350254      All      -0.0001151718270911378     3.645539088695928e-06      -0.00017772825192833956    3.077152953278541e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5285.351156166219     All      -7.802106066740207e-06     -3.7871209732519296e-07    -0.0008076153822904649     -3.3622121630090776e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4726.459841752539     All      -0.00014327825112290244    -9.11867284398772e-06      -0.0006530580068638339     1.4557208905071486e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K4_I             7759.869952047435     All      -1.3136694113003678e-05    2.664696140359986e-06      -1.2797688729187529e-06    5.089922448786253e-06      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4313.281519609202     All      -0.0001527680437219875     5.176876274662052e-05      -0.00016768136064804722    5.91415179347966e-05       
Lambda        Linear_AB11_off|LOSS|LOSS_N2_B             4255.86465916         All      -4.0717693660099714e-05    1.990836587874241e-05      -4.14822204021826e-05      1.7896741154313716e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K4_V             5298.037214452871     All      2.908550873751997e-05      1.7317952177226036e-05     -4.553802841033765e-05     -5.865233372153158e-06     
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4326.65002693624      All      -0.00018788325059583598    5.62745013022741e-05       -0.00035898172362166413    6.35105067628476e-05       
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              6118.180936942319     All      -5.476104382364536e-05     -1.822054821879981e-05     -0.0002678182067215056     -4.90549563520244e-08      
Lambda        Linear_AB11_off|SWOPE|SWOPE_u              3535.8428240112653    All      -0.0002180374155272106     8.008069842698474e-05      -0.0001375643145919467     9.096801395931552e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_N2_V             5253.060237069735     All      2.43727395134455e-05       2.2429531344929625e-05     -0.0001009076662365505     -5.136012522124851e-06     
Lambda        Linear_AB11_off|LOSS|LOSS_N2_R             6260.590998744669     All      -4.228922781351679e-05     6.156067969975955e-08      -2.0667382247306413e-05    1.2872754763952955e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_N2_I             8089.830886447339     All      -2.297155768607393e-06     -4.418429906315651e-07     -8.56052436306429e-06      2.2231952450684706e-07     
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7480.413025538508     All      -1.4793771971167795e-05    -1.0235845197005951e-05    -0.00012501808466723423    -4.094316229722881e-06     
Lambda        Linear_AB11_off|LOSS|LOSS_K4_B             4380.688130155757     All      -4.5874375985326764e-05    2.0885298910505767e-05     -4.916569744889732e-05     1.9551783174375764e-05     
MWEBV         All|All|All                                All                   All      -0.9298674665632838        -3.982830399081827         0.029055581376125315       -0.9931538494690599        
Redshift      All|All|All                                All                   All      6.623835945210048          -0.08997628847655648       8.077891797051667          -1.826430311886165         
