#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5339.740564049786     All      0.1849346207799292         0.1290320884097973         0.09855516777853525        -0.013811229441196272      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7508.098268732209     All      0.15032294611885605        -0.017476109019298747      0.1112149752165506         -0.04969465913142911       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_R             6262.895595766976     All      0.21221152421549197        -0.012240389862316903      0.11760197203547894        -0.06786333677815905       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6166.86468350254      All      0.43998730228214344        -0.00632538654290471       0.19887577693178177        -0.13650381348058438       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5285.351156166219     All      0.14316930554925655        0.12192307910812161        -0.12380023426486468       -0.012445230793296883      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4726.459841752539     All      -0.2312444391425183        0.23821388274187782        -0.030266027538952727      0.1515673863555569         
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_I             7759.869952047435     All      0.07167219735875568        -0.011965359505428097      0.03755111893403343        -0.025567769892580198      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4313.281519609202     All      -0.30613080293329586       0.19732476950222733        -0.08006624752698425       0.1604190542424516         
Zeropoint     Linear_AB11_off|LOSS|LOSS_N2_B             4255.86465916         All      -0.08177352837487098       0.06687423707614215        0.04355942594467749        0.05036332469232377        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_V             5298.037214452871     All      0.07791879565718188        0.04382701956640034        0.08547701129193745        -0.007290366626640428      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4326.65002693624      All      -0.28322716124287334       0.18711637168848938        -0.0740358279397182        0.1499024835516682         
