#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4121.55746642011     All      -0.4898657939464651        0.24806559804728678        0.21269921202223263        0.24986032053446183        
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_V             5059.598683689309    All      0.02310323328975189        0.15935801107671566        0.0027477942823039836      0.04450528521291186        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_R             5984.511789177568    All      0.033504486481072404       0.07480383273241742        -0.13895104257108382       0.007251808931305059       
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_I             7730.235609484928    All      0.1668097324753703         -0.10900890968619237       0.40111135022147804        -0.07194344859323132       
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_B             4154.794349300862    All      -0.3977318462482573        0.01394563253303005        0.4481992157418013         0.15409797111984175        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_I             7414.946090096136    All      0.01032758908563825        -0.0002122552513306175     0.014395537689521065       -0.002790767320359766      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_V             5062.541069792788    All      0.0012565586790060645      0.09206052097860962        -0.11034545121095807       0.024653627193388372       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_B             4185.967873605728    All      -0.07109492630262054       0.1421841007794633         -0.013313598397823867      0.06887787104286058        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5102.39071816943     All      0.021231336488427233       0.6341634700610221         -0.8950027113246217        0.15971230036518624        
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_R             5985.671070616424    All      0.3036742319985877         -0.09838282564578194       0.17706862191456674        -0.12306145160979609       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7174.365581617049    All      0.5488421639464935         -0.2538295214226771        0.7417369345826985         -0.2283562623229124        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    5892.749421789483    All      0.844693019389046          0.08197857463736469        -0.8422753060259636        -0.2860280656929115        
Check         All|All|All                                All                  All      0.9947497853360505         0.9851262288399276         -0.0019294430758487469     -0.0032208111392554306     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4121.55746642011     All      -0.00037070104003208916    0.0001471714907790318      3.9474386587728926e-05     0.00017044968135949178     
Lambda        Linear_AB11_off|LOSS|LOSS_N1_V             5059.598683689309    All      -2.014897055125993e-05     4.760210064002134e-05      -0.00015527130389338413    1.5139707673579035e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K4_R             5984.511789177568    All      -1.9921107029743505e-06    -1.6387873932849794e-05    3.60246925466104e-05       -3.0815571175862603e-06    
Lambda        Linear_AB11_off|LOSS|LOSS_N1_I             7730.235609484928    All      -2.4941316740051658e-05    3.288228597818964e-05      -0.00010429160933592611    1.4180994214729453e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_N1_B             4154.794349300862    All      -0.0002834855753059187     1.705855162149398e-06      0.00031209417566478037     0.00010682356108604007     
Lambda        Linear_AB11_off|LOSS|LOSS_K4_I             7414.946090096136    All      -5.449140164956835e-06     -6.11321992754265e-06      9.236395000842693e-06      1.958652614103044e-07      
Lambda        Linear_AB11_off|LOSS|LOSS_K4_V             5062.541069792788    All      6.24178353188093e-06       1.3928052523748208e-05     -3.9030909475524e-05       7.619004539806157e-07      
Lambda        Linear_AB11_off|LOSS|LOSS_K4_B             4185.967873605728    All      -4.0665851958399e-05       5.477030138625025e-05      1.4033276232861975e-06     3.114931896711383e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5102.39071816943     All      -9.122131368230707e-05     0.00014468667532171526     -0.0012143968942079416     2.2650037295613783e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_N1_R             5985.671070616424    All      -6.391199715269538e-05     2.317715923008267e-05      -0.00013790313878755018    2.2213819664131493e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7174.365581617049    All      -0.00031657502110959577    0.00014994072677257056     -0.0010712828402804969     0.0001041530940598496      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    5892.749421789483    All      -0.00016784277509247384    0.00015709415098103018     -0.0011817491207182188     5.3106611249220865e-05     
MWEBV         All|All|All                                All                  All      -0.7434024757797513        -3.834637128652485         0.17319457184504783        -0.9991879467524306        
Redshift      All|All|All                                All                  All      8.03617506705172           -2.0761569320415063        18.408372180516206         -2.472438114124595         
