#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|SDSS|SDSS_z            7108.649180020031    All      0.08140268682925922        0.0036077571003545472      0.02902894864736938        -0.024044939336877874     
Zeropoint     AB|SDSS|SDSS_g            3773.245711908085    All      -1.1487896158056556        0.4334888353341171         -0.4730518030476305        0.49429001762939656       
Zeropoint     AB|SDSS|SDSS_r            4930.504158742069    All      0.8369933674303098         0.4568523632293875         0.5144263658498072         -0.10086794530276832      
Zeropoint     AB|SDSS|SDSS_i            5979.098056836095    All      1.226247820746615          0.10451826062904956        -0.07288016221045357       -0.36863652844964095      
Check         All|All|All               All                  All      0.9958542592005284         0.9984672162929087         -0.0024766507609075283     0.0007406045401094352     
Lambda        AB|SDSS|SDSS_z            7108.649180020031    All      -3.7288329348165276e-05    -5.612865474058664e-06     -4.968722740640335e-05     8.100427921638225e-06     
Lambda        AB|SDSS|SDSS_g            3773.245711908085    All      -0.0017695983345527994     0.000587931226701742       -0.0010979727173934424     0.0007189274589484169     
Lambda        AB|SDSS|SDSS_r            4930.504158742069    All      -0.00018419154459981384    -0.00015277084993780738    -0.0016705235445400386     -6.431303939412993e-05    
Lambda        AB|SDSS|SDSS_i            5979.098056836095    All      -0.0002480675403686533     -3.23966700564883e-05      -0.00020837278481655982    6.095237745677404e-05     
MWEBV         All|All|All               All                  All      -0.5445619156963653        -3.0247886509425115        0.06560371405467391        -0.8049638522542854       
Redshift      All|All|All               All                  All      5.603052891972785          0.7922649159354478         8.256598116061708          -1.1985778612823725       
