#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|DECam|DECam_r          4457.459826772238    All      0.16903075635626091        0.470810674496569          0.5887971100424577        0.12457495837658787       
Zeropoint     AB|DECam|DECam_z          6345.884690390295    All      0.7851567205731207         0.11054260388050352        -0.012913869877639048     -0.22032029865337258      
Zeropoint     AB|DECam|DECam_i          5415.256942102722    All      0.6484684705290988         0.21283897567094812        -0.29948425812120727      -0.15526346521848736      
Zeropoint     AB|DECam|DECam_g          3353.807882043771    All      -0.6098955300691435        0.20410699401249843        -0.27633338802255286      0.25281591202689          
Check         All|All|All               All                  All      0.9927604173893368         0.9982992480605191         6.559402105849044e-05     0.0018071065316179746     
Lambda        AB|DECam|DECam_r          4457.459826772238    All      -0.0003193122747431313     -0.00021367202041727349    -0.002198733449821746     -6.370886915300371e-05    
Lambda        AB|DECam|DECam_z          6345.884690390295    All      -0.00028494533754811304    -4.6060656311964536e-05    -0.0006464936130183635    4.896255903994552e-05     
Lambda        AB|DECam|DECam_i          5415.256942102722    All      0.00012173595823464602     2.92275029111721e-05       -0.0008965494751361233    -7.014193270916053e-05    
Lambda        AB|DECam|DECam_g          3353.807882043771    All      -0.0010133061278610573     0.0003315081706213024      -0.0005615075425243499    0.0004129927573799752     
MWEBV         All|All|All               All                  All      -0.5429990856749067        -2.42777779556409          -0.12679985051748588      -0.6195929281466055       
Redshift      All|All|All               All                  All      3.221956700614345          0.9465922315810005         3.3771155694127115        -0.59045590749961         
