#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|DECam|DECam_r          4457.459826772238    All      0.20910081525466123        0.5025733967150003         1.0016629028299695        0.14029328962477036       
Zeropoint     AB|DECam|DECam_z          6345.884690390295    All      0.7527070708386844         0.1037994258105357         -0.07002736646071206      -0.2144955681541584       
Zeropoint     AB|DECam|DECam_i          5415.256942102722    All      0.6580406927950649         0.20543942144293226        -0.31549701576308875      -0.16150630700706053      
Zeropoint     AB|DECam|DECam_g          3353.807882043771    All      -0.6260133572826305        0.1856747260184477         -0.6137891614018787       0.23700292123420874       
Check         All|All|All               All                  All      0.99383522160578           0.997486969986916          0.0023493592042900246     0.0012943356977601628     
Lambda        AB|DECam|DECam_r          4457.459826772238    All      -0.00029780539354915046    -0.00019879396299011246    -0.002095376180683496     -6.125573491680815e-05    
Lambda        AB|DECam|DECam_z          6345.884690390295    All      -0.00013514531063334544    -1.5482947508398396e-05    -8.667486181734368e-05    3.511006744494169e-05     
Lambda        AB|DECam|DECam_i          5415.256942102722    All      5.3743149743022266e-05     1.1235157099639727e-05     -0.00133198879871838      -7.32867941588927e-05     
Lambda        AB|DECam|DECam_g          3353.807882043771    All      -0.0008671067235915729     0.00034767321625044475     -9.592759195646376e-05    0.0003914129836299616     
MWEBV         All|All|All               All                  All      -0.5303080832853464        -2.4246003968846352        -0.06877232249777876      -0.6201023197985291       
Redshift      All|All|All               All                  All      2.465926416511273          0.8040588886643718         0.4347644903947123        -0.5219233852321907       
