#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LOSS
@BAND  LOSS_K4_V
@MAGSYS  Linear_AB11_off
58003.3  14.822  0.016
58004.28  14.747  0.015
58006.3  14.661  0.013
58010.25  14.602  0.011
58012.26  14.629  0.016
58014.25  14.621  0.014
58016.24  14.658  0.011
58018.27  14.748  0.015
58020.26  14.816  0.013
58021.25  14.889  0.017
58023.22  15.015  0.014
58025.23  15.138  0.023
58027.23  15.288  0.046
58029.24  15.323  0.019
58031.23  15.386  0.025
58033.22  15.496  0.02
58035.2  15.639  0.04
58037.21  15.689  0.024
58042.12  16.0  0.027
58044.11  16.16  0.056
58048.13  16.507  0.048
58050.13  16.551  0.08
58052.12  16.551  0.044
58054.12  16.548  0.043
58056.12  16.574  0.043
58058.12  16.695  0.053
58063.11  16.806  0.055
58065.11  16.975  0.066
58069.11  17.151  0.065
58072.11  17.166  0.109
58076.1  17.234  0.123
58087.1  17.361  0.113
58089.09  17.722  0.411
58093.1  17.571  0.111
58095.09  17.968  0.162
58097.09  17.796  0.291
