#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LOSS
@BAND  LOSS_K4_R
@MAGSYS  Linear_AB11_off
58003.3  14.796  0.02
58004.28  14.73  0.02
58006.3  14.669  0.017
58010.25  14.498  0.014
58012.26  14.485  0.015
58014.25  14.54  0.017
58016.24  14.62  0.016
58018.27  14.726  0.019
58020.26  14.855  0.018
58021.25  14.977  0.024
58023.22  15.061  0.034
58025.23  15.194  0.033
58027.23  15.2  0.084
58029.24  15.218  0.026
58031.23  15.181  0.051
58033.22  15.231  0.032
58037.21  15.318  0.028
58042.12  15.595  0.032
58044.11  15.753  0.037
58048.13  15.89  0.065
58050.13  16.097  0.07
58052.12  16.095  0.044
58054.12  16.282  0.06
58056.12  16.236  0.049
58058.12  16.401  0.066
58063.11  16.498  0.062
58065.11  16.604  0.08
58069.11  17.152  0.166
58072.11  16.872  0.117
58076.1  17.147  0.146
58087.1  17.18  0.179
58093.1  17.528  0.171
58094.08  17.616  0.486
58095.09  17.641  0.309
58097.09  17.964  0.387
