#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     VEGAHST|ACSWF|F775W       5082.682438079752     All      -0.8357843411510901       0.23279938601834527        -5.84705123194515         0.08714583335275236        
Zeropoint     VEGAHST|ACSWF|F606W       3968.2575600471596    All      -0.7303896414932128       0.6495446314340514         1.9514389645718055        0.5365737495353752         
Zeropoint     VEGAHST|ACSWF|F850LP      5969.951824417154     All      2.527304430484079         0.13264026651711447        3.908370472339967         -0.6056082766307457        
Check         All|All|All               All                   All      0.9611304478397761        1.0149842839695111         0.01275820496662261       0.018111306257381887       
Lambda        VEGAHST|ACSWF|F775W       5082.682438079752     All      -0.0007441936570904699    -0.00015415372503843296    -0.006850330840242795     -0.00011350338536196288    
Lambda        VEGAHST|ACSWF|F606W       3968.2575600471596    All      -0.001113546922780892     0.0008628658527447109      0.0023195887738603456     0.0007472952565291434      
Lambda        VEGAHST|ACSWF|F850LP      5969.951824417154     All      -0.0007247451500383192    -9.811031334498735e-06     -0.0022038943927336213    0.00013452787846883206     
MWEBV         All|All|All               All                   All      -0.24005675859486453      -2.2794349973883854        0.3556633772163753        -0.6484209629038689        
Redshift      All|All|All               All                   All      4.410106749322807         -0.27212962000611185       -1.73217178900531         -1.6024572978575395        
