#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|DECam|DECam_r          4936.467386252       All      -0.0352319488300222        0.3054701079923561         -1.0183302281600581        0.06553446761057014        
Zeropoint     AB|DECam|DECam_g          3714.214793373152    All      -0.6307427964788569        0.49233066882941046        0.3501565546770946         0.38144785449479784        
Zeropoint     AB|DECam|DECam_z          7027.826167468057    All      0.652358380398248          0.03046215517965578        0.4349058199876854         -0.18316421103592162       
Zeropoint     AB|DECam|DECam_i          5997.191297677345    All      1.008139729282432          0.17002451991565692        0.22837800573192735        -0.2628102353685671        
Check         All|All|All               All                  All      0.994523364371801          0.9982874519170792         -0.004889847763350774      0.001007875700879235       
Lambda        AB|DECam|DECam_r          4936.467386252       All      -0.00015571132336763521    3.817005308222511e-06      -0.001672269848373163      -2.2662097899435057e-05    
Lambda        AB|DECam|DECam_g          3714.214793373152    All      -0.0009768744146003714     0.0005518692074261513      -0.0005612604706881997     0.00047291561483460567     
Lambda        AB|DECam|DECam_z          7027.826167468057    All      -0.00042422426395024107    -3.9779358966380044e-05    -0.0005726452735012817     9.967182492318743e-05      
Lambda        AB|DECam|DECam_i          5997.191297677345    All      -0.00012365039201894362    -3.296002973320362e-05     -0.00015989929321950024    2.2405263555266596e-05     
MWEBV         All|All|All               All                  All      -0.4695710281219907        -2.833246412686563         0.14645173047328486        -0.7633913672604992        
Redshift      All|All|All               All                  All      6.753868991157843          0.22804948640491318        6.943806319859419          -1.8158039214762833        
