#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|DECam|DECam_r          4936.467386252       All      -0.06604168594275256       0.3251869899186133         -0.9874310561425469        0.08337153784033777       
Zeropoint     AB|DECam|DECam_g          3714.214793373152    All      -0.6104011775021833        0.48053337307401023        0.290738503464968          0.3683275978993141        
Zeropoint     AB|DECam|DECam_z          7027.826167468057    All      0.6607602279606242         0.03022116780684314        0.5275922033435756         -0.18184329911912414      
Zeropoint     AB|DECam|DECam_i          5997.191297677345    All      1.0110669735558035         0.16216619185680514        0.1660736705230536         -0.26910380743887297      
Check         All|All|All               All                  All      0.9953843380714916         0.9981077226562718         -0.003026678810949701      0.0007520291816547342     
Lambda        AB|DECam|DECam_r          4936.467386252       All      -0.00017709674885587934    3.366959225337844e-05      -0.0016897343782960456     -6.751553328110908e-06    
Lambda        AB|DECam|DECam_g          3714.214793373152    All      -0.0010206690778969594     0.0006134862181861443      -0.0005247792481033965     0.0005088796544276673     
Lambda        AB|DECam|DECam_z          7027.826167468057    All      -0.0004323809612138302     -4.1335915727619075e-05    -0.0006394452722039406     9.884073068217306e-05     
Lambda        AB|DECam|DECam_i          5997.191297677345    All      -0.00010192579976724722    -2.0521624197414695e-05    -0.00011087491970559851    2.1568179664549034e-05    
MWEBV         All|All|All               All                  All      -0.4618898164238465        -2.8407690497235905        0.12616462716946375        -0.769249081230465        
Redshift      All|All|All               All                  All      6.822247833549357          -0.06430104616494958       6.787498629133445          -1.9402806408869786       
