#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|MEGACAMPSF|z           4664.3810669436325    All      0.7762839855389918         0.19979256605537898        0.1518014814626767         -0.1810080184114743       
Zeropoint     AB|MEGACAMPSF|r           3309.8809292753854    All      -1.6465274202610496        -0.12549143293636433       0.030522567744339923       0.4968135436826254        
Zeropoint     AB|MEGACAMPSF|i           4046.4527287742935    All      1.8682686360355354         0.9246288375216238         -0.18736115308302104       -0.3157355949466728       
Check         All|All|All               All                   All      0.9980252013134774         0.9989299706406385         -0.005037103876004423      6.993032447832892e-05     
Lambda        AB|MEGACAMPSF|z           4664.3810669436325    All      -0.00012294592619120024    -3.159091515902258e-05     -0.00016481613382370294    2.2402345504342133e-05    
Lambda        AB|MEGACAMPSF|r           3309.8809292753854    All      -0.003331142786907261      -0.00024198110419718796    0.00014039864581348572     0.0010125069371943066     
Lambda        AB|MEGACAMPSF|i           4046.4527287742935    All      0.0012776736098267668      0.0005691683184052976      0.001671590314872638       -0.0001561880841315693    
MWEBV         All|All|All               All                   All      -0.5658775345735874        -1.6989641973081504        0.020902936863520516       -0.3681508014280979       
Redshift      All|All|All               All                   All      2.2305501259438136         -0.20073139794476447       -5.353077081585456         -1.0308316234741974       
