#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|MEGACAMPSF|z           4664.3810669436325    All      0.5957012911712255        0.15328234245810535        0.07780692001754778       -0.14063824126081959      
Zeropoint     AB|MEGACAMPSF|r           3309.8809292753854    All      -1.6911805033504688       -0.1314000844665486        -0.006075278420481235     0.5078006859088972        
Zeropoint     AB|MEGACAMPSF|i           4046.4527287742935    All      2.0966212119905316        0.9777922669240269         -0.07255162804306868      -0.3676770417291222       
Check         All|All|All               All                   All      1.0011419998112883        0.9996745249155836         -0.0008199864460021328    -0.000514597081044621     
Lambda        AB|MEGACAMPSF|z           4664.3810669436325    All      -3.526305978197434e-05    -1.2614744681897621e-05    -0.0001184134176535933    2.093054358806003e-06     
Lambda        AB|MEGACAMPSF|r           3309.8809292753854    All      -0.0041016873642099605    -0.00035050712155300037    -0.0006989908911457615    0.0011906900620749156     
Lambda        AB|MEGACAMPSF|i           4046.4527287742935    All      0.0015174287753483983     0.0006982620993675606      0.000502085881012888      -0.0002444237492775479    
MWEBV         All|All|All               All                   All      -0.5623657814828724       -1.6989948164459534        0.02635042279396226       -0.3690615723258333       
Redshift      All|All|All               All                   All      2.282909667318725         -0.4316989976997476        -1.4491838811878783       -0.9489077709254761       
