#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LOSS
@BAND  LOSS_K4_V
@MAGSYS  Linear_AB11_off
55148.58  15.101  0.053
55150.53  14.87  0.016
55152.48  14.756  0.016
55154.56  14.663  0.013
55156.59  14.611  0.048
55158.49  14.693  0.015
55160.5  14.746  0.011
55162.45  14.787  0.031
55164.41  14.935  0.03
55166.39  15.051  0.029
55173.55  15.458  0.018
55182.47  15.95  0.025
55184.43  16.081  0.026
55188.42  16.344  0.055
55190.41  16.498  0.027
55193.55  16.588  0.058
55200.44  16.844  0.071
55205.32  16.995  0.042
55237.38  17.817  0.08
55243.28  17.937  0.106
55246.21  17.973  0.122
55256.32  18.393  0.431
55262.24  18.355  0.101
55267.26  18.5  0.121
55272.24  18.587  0.125
55283.24  18.833  0.192
55290.2  18.832  0.182
