#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  CfA34_FLWO
@BAND  CfA4_KC_i'_2
@MAGSYS  Linear_AB11_off
55150.51097  15.227  0.0161
55151.53505  15.234  0.017
55153.50723  15.264  0.0165
55155.50589  15.312  0.0151
55157.44912  15.382  0.0157
55158.48701  15.409  0.0171
55160.33188  15.493  0.02
55176.44738  15.951  0.0185
55177.51282  15.919  0.0183
55181.42123  15.852  0.0153
55185.47427  15.918  0.0183
55189.22082  16.189  0.0176
55205.30432  17.078  0.0326
55208.31306  17.195  0.025
55212.26293  17.3365  0.0308
55232.35143  18.153  0.0521
55242.20613  18.548  0.0871
55244.19726  18.495  0.0584
55247.2172  18.635  0.0685
55267.19816  19.172  0.1053
55270.21573  19.397  0.1187
