#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|PS|PS_z                8466.352693825194    All      0.4095766220886399         -0.10190914087022662       0.12682946526644467        -0.1609479238493041        
Zeropoint     AB|PS|PS_g                4789.4075790446      All      -1.093448112979542         1.2515123205296241         -0.018541512674194814      0.7630033375481438         
Zeropoint     AB|PS|PS_i                7366.888705570214    All      0.5462076672240094         -0.10821025502476544       0.2451371869030218         -0.20222610020946605       
Zeropoint     AB|PS|PS_r                6082.222492062249    All      1.1369364644623263         -0.042218940421001605      -0.3504718359194508        -0.3997296568092159        
Check         All|All|All               All                  All      0.999272640795434          0.9991739842136305         0.0029533035758208537      9.965668015765594e-05      
Lambda        AB|PS|PS_z                8466.352693825194    All      0.0004597315156035272      -0.00011258670175636752    0.00019872126552221715     -0.0001775548547177039     
Lambda        AB|PS|PS_g                4789.4075790446      All      -0.00042383636044576316    0.00015920261485196586     -0.0014591278342505722     0.00012480080195615656     
Lambda        AB|PS|PS_i                7366.888705570214    All      -6.823551725550595e-05     -2.52009437403385e-05      -0.00045917585242270873    -6.473132985909986e-06     
Lambda        AB|PS|PS_r                6082.222492062249    All      -7.267626919661985e-05     -3.0700908920061754e-05    -0.0005440061860908031     -1.0603741764782391e-05    
MWEBV         All|All|All               All                  All      -0.6778783648962343        -4.062707595592041         0.06843472699240175        -1.099496310455325         
Redshift      All|All|All               All                  All      4.235152550158054          1.656834311320221          5.687198396127396          -0.5860495304782996        
