#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_V             5324.39685688838     All      0.008115105672237194       0.11606781763973117        -0.3727465445093213        0.01852978350805113        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_B             4405.043874549059    All      -0.4563952899468075        0.36760688768575633        0.3134848519816781         0.28239400728145075        
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_I             8134.803717700468    All      0.11264225652215998        -0.02551807153183816       0.06218622798760745        -0.04222827844289769       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_V             5327.493235139016    All      0.24438369446983538        0.2454565824421273         0.6272178577621045         0.02833932719403917        
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_R             6298.935988243059    All      0.3178228027044053         -0.08174823962567856       -0.37208748842913303       -0.14675798965631112       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7549.841784106936    All      0.17699950015942173        -0.041664844660438405      0.059564664934705344       -0.06856807352566956       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_R             6297.716034876165    All      0.5825353881104773         -0.04531632807749375       0.43096803118465604        -0.18527983580315088       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4337.262496813398    All      -0.30229621145428154       0.21087967993702605        -0.10114336765662812       0.16264470684767085        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6201.151210065692    All      0.3914519442691883         -0.0515444627915862        -0.20320846025189981       -0.15336676420693315       
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_B             4372.238858735843    All      -0.3077590416138891        0.18826830859248744        -0.17238198254110632       0.15387981061832084        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5369.428446966921    All      0.04816459011534447        0.14508505930264093        -0.452098123542243         0.011395122560915035       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_I             7803.013267312522    All      0.17986983137711915        -0.031797979583547686      0.17709208773275398        -0.061044363173055234      
Check         All|All|All                                All                  All      0.9955345703852108         0.9957744093291865         -0.0031522453468262324     -6.254679756986792e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_N1_V             5324.39685688838     All      -5.133490985440202e-05     3.156566651112369e-05      -0.0004591443322160424     6.513942297044916e-06      
Lambda        Linear_AB11_off|LOSS|LOSS_K4_B             4405.043874549059    All      -0.0002536939497861301     8.706978665481825e-05      -0.00038129758795870045    9.398239963863402e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_N1_I             8134.803717700468    All      -8.27990447846245e-06      6.733432552902217e-07      -1.428472556150277e-05     2.2789056455461863e-06     
Lambda        Linear_AB11_off|LOSS|LOSS_K4_V             5327.493235139016    All      -2.6555459538280437e-05    5.185064946691084e-05      -0.00040362399395820267    7.527564114956844e-06      
Lambda        Linear_AB11_off|LOSS|LOSS_N1_R             6298.935988243059    All      -4.132725522281118e-05     -2.2105468890090217e-06    -6.200554905191857e-05     9.974575932797823e-06      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7549.841784106936    All      -3.414660216459559e-05     5.081245109772606e-06      -3.4290626980854535e-05    1.1247567224101343e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K4_R             6297.716034876165    All      -0.00016240424355759754    -2.1052620987374073e-06    -0.00027970077357864246    3.973289103537007e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4337.262496813398    All      -7.549971415226603e-05     3.872883318112079e-05      -7.096128232278992e-05     3.404131975738261e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6201.151210065692    All      -9.299277160655821e-05     4.5481216178060345e-06     -6.206986293403126e-05     2.9002385017069046e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_N1_B             4372.238858735843    All      -0.00017740510642316742    6.662516696367099e-05      -0.0002468041732121091     6.847495167973272e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5369.428446966921    All      -1.9048010851328426e-05    2.059821636323637e-05      -0.00034795235828027535    -2.6134351367533983e-06    
Lambda        Linear_AB11_off|LOSS|LOSS_K4_I             7803.013267312522    All      -1.4725596596677526e-05    3.379558804243219e-06      -2.173705905862405e-06     5.800442244891725e-06      
MWEBV         All|All|All                                All                  All      -0.8330168580328352        -4.060956598907417         0.06746130458155562        -1.0484356814810778        
Redshift      All|All|All                                All                  All      4.636010197499036          -0.5074407939180681        -0.22953593228650024       -1.6856343368535358        
