#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LOSS
@BAND  LOSS_N1_V
@MAGSYS  Linear_AB11_off
54477.27  16.397  0.01
54478.24  16.233  0.01
54505.19  17.512  0.033
54509.16  17.687  0.01
54512.16  17.803  0.016
54530.16  18.25  0.036
54653.46  20.193  0.105
54655.46  20.416  0.115
54658.46  20.366  0.114
54672.44  20.381  0.172
54677.44  20.411  0.158
54686.45  20.529  0.172
