#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|DECam|DECam_r          4788.351421558559     All      -0.033784440539719296      0.7312068180679532         0.6220407446204446        0.27694164189598486       
Zeropoint     AB|DECam|DECam_g          3602.7718395047173    All      -0.603921879207858         0.25397374591786814        -0.2245426689069865       0.2694245210050388        
Zeropoint     AB|DECam|DECam_i          5817.248900614126     All      0.9141809583880142         0.03599918753760534        -0.7911718283332204       -0.32135905906581763      
Zeropoint     AB|DECam|DECam_z          6816.960143032988     All      0.7137436544380572         -0.02067760438091426       0.39651280422490265       -0.22153062040396088      
Check         All|All|All               All                   All      0.9902182930784938         1.0005021471425124         0.002839051605140308      0.003476483431245181      
Lambda        AB|DECam|DECam_r          4788.351421558559     All      -0.00020542838873095453    -2.833481995705042e-05     -0.001433736653634789     -6.295880382430627e-06    
Lambda        AB|DECam|DECam_g          3602.7718395047173    All      -0.0010207870165784732     0.0003867379640140017      -0.0007831375739688754    0.0004235293592699475     
Lambda        AB|DECam|DECam_i          5817.248900614126     All      -0.00020428394145286045    -3.062120653420804e-06     0.0002732741375418169     7.773953669142299e-05     
Lambda        AB|DECam|DECam_z          6816.960143032988     All      -0.0005226667925689123     -2.6579887913638823e-06    -0.0005711534368860709    0.00014389602049646799    
MWEBV         All|All|All               All                   All      -0.4762117283298566        -2.7317174013981926        -0.0012397448434315565    -0.7347477257693441       
Redshift      All|All|All               All                   All      6.190137389039231          0.7647389533415705         11.510104950330346        -1.2535876408802615       
