#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|DECam|DECam_r          4090.7068030504706    All      -0.6122073767566265        0.3418994695412181         -1.1796127329498252       0.25814329051586926       
Zeropoint     AB|DECam|DECam_z          5823.754937383498     All      1.226481255311594          0.20576038203721225        0.35613352967939216       -0.3165897653772981       
Zeropoint     AB|DECam|DECam_i          4969.697826613257     All      0.7966495224557304         0.3368243247050984         0.5325973460331257        -0.12601282128472113      
Zeropoint     AB|DECam|DECam_g          3077.8616639009288    All      -0.4097106457048487        0.11194281034505593        0.28630512230514715       0.182696175181013         
Check         All|All|All               All                   All      1.0012127553058492         0.9964269866285846         -0.004576734932160154     -0.0017631209651369772    
Lambda        AB|DECam|DECam_r          4090.7068030504706    All      -8.109826843385323e-05     0.0001594046172373416      8.011897063475101e-06     7.869723634165828e-05     
Lambda        AB|DECam|DECam_z          5823.754937383498     All      -0.00045252086435925966    -6.110848767766917e-05     0.0001470724331474688     0.0001340590553820175     
Lambda        AB|DECam|DECam_i          4969.697826613257     All      -0.0003282605114866271     -0.00013421734630058923    -0.0012676223470622359    6.638079361078678e-06     
Lambda        AB|DECam|DECam_g          3077.8616639009288    All      -0.0008800528179318946     0.00017002655806172076     1.8671776579572876e-05    0.0003428786349788329     
MWEBV         All|All|All               All                   All      -0.41108251256437334       -2.1226620130534           0.28761815681915825       -0.5446826752458639       
Redshift      All|All|All               All                   All      3.919679275961835          0.6815814955750454         2.604690534574017         -0.9385196016775732       
