#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4256.100706974786    All      -2.7686454690127404       0.8074754891882918        -0.21198212507561195      1.155400458327581         
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    5096.684804838345    All      3.764146957699899         0.19439198674486846       0.20812084923974625       -1.153499157853155        
Check         All|All|All                            All                  All      0.9955014886871592        1.0018674759331603        -0.0038612758358657073    0.0019013004744259376     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4256.100706974786    All      -0.0008216850795999781    0.00016327892472595287    -0.0008358986699974524    0.00028353286206393485    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    5096.684804838345    All      0.0009466608968657896     -9.854236440585632e-06    -0.0007740419864824656    -0.0003461103861415222    
MWEBV         All|All|All                            All                  All      -0.04157611695113239      -2.246665518945612        0.0030537023267134178     -0.7181338908064234       
Redshift      All|All|All                            All                  All      4.78001183536665          0.0998620552675078        -3.332522210514413        -1.673193916266976        
