#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                    
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    5917.145192560839    All      3.224950002620872         -0.5920330514957328       0.4297066242429093        -1.2241411226694876      
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4941.24451514506     All      -2.2269394280842523       1.5954415884444018        -0.42466839872875584      1.2261242494797442       
Check         All|All|All                            All                  All      0.9980105745366203        1.003408536948669         0.005038225514153449      0.0019831268102565858    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    5917.145192560839    All      -0.0005063339074222837    0.000115035532079485      9.854551876211811e-05     0.0002067981027922407    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4941.24451514506     All      -0.0004951190361726274    3.5209481091562016e-05    -0.0017142622320073656    9.62457952700913e-05     
MWEBV         All|All|All                            All                  All      -0.41345165800218675      -2.778024745883023        -0.015465577153075949     -0.7709094045442371      
Redshift      All|All|All                            All                  All      1.4261355450106086        1.2844614369022622        2.9609611020507103        0.08598617683146619      
