#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint AB|SDSS|SDSS_g 4259.412347522301 All -0.5507226708757348 0.7525026496642937 1.0724773482198646 0.4723631000801792
Zeropoint AB|SDSS|SDSS_i 6749.479369965461 All 0.7420126770744602 0.11256976038339772 1.5125059424550393 -0.13753407249990945
Zeropoint AB|SDSS|SDSS_z 8024.568343382558 All 0.1707942420330919 0.022075262594867695 0.8087941121861664 -0.012349897742253875
Zeropoint AB|SDSS|SDSS_r 5565.77861520607 All 0.0520353397218134 0.17093236318558525 -5.121632279452632 -0.18982625368769993
Zeropoint AB|SDSS|SDSS_u 3239.2257987253324 All 0.06125512653941537 0.05493860933477457 1.1892587576787133 0.051013658826496076
Check All|All|All All All 0.475374714493046 1.113018645162919 -0.5385961189128481 0.183666534976812
