Salt2Model
BEGIN_OF_FITPARAMS Salt2Model
DayMax 53628.14489197865 0.2716147914113758
Redshift 0.617 0 F
Color 0.11327389785026987 0.03128349108812639
X0 4.216819634845635e-06 1.0827032351012317e-07
X1 -0.06687099411170969 0.25988881484910875
RestFrameMag_0_UX 23.83170830483998 0.0
RestFrameMag_0_B 24.080434600204583 0.0278771729206576
RestFrameMag_0_V 23.94264760015641 0.0
RestFrameMag_0_R 23.88979547890309 0.0
CovDayMaxDayMax 0.07377459491344517 -1
CovDayMaxRestFrameMag_0_B 0.00010899376790112976 -1
CovDayMaxX1 0.01313270571604366 -1
CovDayMaxColor -0.00019015018147375772 -1
CovRestFrameMag_0_BDayMax 0.00010899376790114369 -1
CovRestFrameMag_0_BRestFrameMag_0_B 0.0007771367700482454 -1
CovRestFrameMag_0_BX1 0.004871283216253085 -1
CovRestFrameMag_0_BColor 0.00023088543755188192 -1
CovX1DayMax 0.013132705716043594 -1
CovX1RestFrameMag_0_B 0.004871283216253083 -1
CovX1X1 0.06754219608367433 -1
CovX1Color 0.0008696455793478976 -1
CovColorDayMax -0.00019015018147375634 -1
CovColorRestFrameMag_0_B 0.0002308854375518819 -1
CovColorX1 0.000869645579347898 -1
CovColorColor 0.0009786568146608835 -1

dmu_estimate 0.10224551533974004
FirstPhase  -11.518176857546171
LastPhase  44.04150155927744
LatestNegPhase  -2.204633258285226
EarliestPosPhase  7.040883130086505
NightsNegPhase  5
NightsPosPhase  16

salt3source   1
salt2_version   salt3-f22
