#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|MEGACAMPSF|r           3886.1329474521654    All      -1.2573983785040448        0.29542042292813875        -0.6921349688901873        0.47491736504697984        
Zeropoint     AB|MEGACAMPSF|g           3046.096650345907     All      -0.2398458915240499        0.047788200174636586       0.24379275806228062        0.104571237639485          
Zeropoint     AB|MEGACAMPSF|i           4752.282612879558     All      1.622825818080611          0.5707291248159052         0.36714616490860497        -0.3263184588508883        
Zeropoint     AB|MEGACAMPSF|z           5473.57934198886      All      0.8636229967754244         0.08576816407632748        0.09006519995335971        -0.24935371345455593       
Check         All|All|All               All                   All      0.9892045448279406         0.999705911995008          0.008869154034057969       0.0038164303810206412      
Lambda        AB|MEGACAMPSF|r           3886.1329474521654    All      -0.0016378818138444967     0.0003249899172519179      -0.0014810003202775613     0.0005732816570743937      
Lambda        AB|MEGACAMPSF|g           3046.096650345907     All      -0.001084175453804541      0.0001751916409315256      0.0006107124114588957      0.00043747058472506033     
Lambda        AB|MEGACAMPSF|i           4752.282612879558     All      -6.290476203307997e-05     -2.7871553452121153e-05    -0.0013318546402815161     -4.8023087015507786e-05    
Lambda        AB|MEGACAMPSF|z           5473.57934198886      All      -1.6383077947846422e-05    -1.3702883065357134e-05    -0.00018592137866244658    -7.423789574679445e-06     
MWEBV         All|All|All               All                   All      -0.3233941419355397        -2.0927531110316977        0.053388826447903215       -0.5739559282973274        
Redshift      All|All|All               All                   All      3.2683736110348787         -0.46970955909451106       2.4371012966341157         -1.1088600301272038        
