#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LCOGT
@BAND  LCOGT_r
@MAGSYS  Linear_AB11_off
57295.11089  15.457  0.01
57295.10905  15.454  0.01
57303.36278  16.287  0.012
57303.36462  15.729  0.01
57321.05434  17.84  0.166
57325.06215  16.292  0.018
57325.064  16.272  0.019
57346.19942  17.512  0.013
57346.19758  17.51  0.013
57354.07208  17.397  0.02
57354.07023  17.418  0.02
57363.14301  18.049  0.018
57363.14486  18.052  0.015
57370.23368  19.078  0.416
57376.21697  17.925  0.049
57389.18245  18.734  0.041
57395.12445  17.333  0.043
57395.12691  17.287  0.04
57402.09934  21.998  0.502
57402.1018  19.258  0.057
57416.10571  20.374  0.334
57422.83563  21.167  0.336
57429.82704  19.366  0.129
