#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|DECam|DECam_z          7136.290368439527     All      0.5029326641767284         -0.02995882434486674       0.21631431041809757        -0.16392717524244815      
Zeropoint     AB|DECam|DECam_r          5012.654528323053     All      0.15633619238400692        0.5718099257729037         0.23347544141553156        0.14575240028105035       
Zeropoint     AB|DECam|DECam_g          3771.5382573006573    All      -0.7466521726413502        0.42579330116634395        -0.14536576588551897       0.37541705663888536       
Zeropoint     AB|DECam|DECam_i          6089.7491593368595    All      1.0821855714253321         0.03131545624661669        -0.30546515146842035       -0.355934475872928        
Check         All|All|All               All                   All      0.9948022553447172         0.9989598588409976         -0.0010411655203101944     0.0013078058045595808     
Lambda        AB|DECam|DECam_z          7136.290368439527     All      -0.0002541601278612144     -2.948777175844325e-06     -0.00039777251047575743    6.407704128670728e-05     
Lambda        AB|DECam|DECam_r          5012.654528323053     All      -0.00022640731085819734    -0.00017382099016097864    -0.002018112298850686      -7.292998835352614e-05    
Lambda        AB|DECam|DECam_g          3771.5382573006573    All      -0.0011585940800296754     0.00047182969941312865     -0.0013886332765995807     0.00046911433894093215    
Lambda        AB|DECam|DECam_i          6089.7491593368595    All      -0.00030512320620738333    -4.187269272115634e-05     -0.0004978245686500858     6.353372885379976e-05     
MWEBV         All|All|All               All                   All      -0.47258485932849714       -2.9247707264248746        0.08606163664274247        -0.7949170758554793       
Redshift      All|All|All               All                   All      6.425861665173706          0.4063955449700174         6.4150792659349305         -1.6744626256581767       
