#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LOSS
@BAND  LOSS_N2_I
@MAGSYS  Linear_AB11_off
56527.35  14.282  0.106
56531.35  14.354  0.107
56535.36  14.57  0.107
56541.36  14.712  0.107
56548.29  14.623  0.107
56562.23  15.195  0.11
56569.2  15.244  0.196
56581.16  16.102  0.122
56585.16  16.404  0.129
