#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint Linear_AB11_off|MOSAICII|MOSAICII_R 4109.0669996394445 All -2.8986772251956356 0.5444362143984485 11.887415888876939 1.6520160965375326
Zeropoint Linear_AB11_off|MOSAICII|MOSAICII_I 4920.611794924127 All 3.8190287415310737 0.6042230215370523 7.901165085700024 -0.6945752779326118
Check All|All|All All All 0.9203515163354385 1.1486592359355008 19.788580974576963 0.9574408186049208
