#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LCOGT
@BAND  LCOGT_B
@MAGSYS  Linear_AB11_off
57844.11045  14.645  0.026
57844.11323  14.641  0.026
57848.7438  14.277  0.023
57848.74659  14.275  0.024
57851.90667  14.276  0.023
57851.90947  14.292  0.024
57852.02982  14.321  0.023
57853.62548  14.362  0.023
57853.62825  14.376  0.022
57857.62199  14.587  0.023
57857.62479  14.586  0.024
57861.81765  14.877  0.026
57861.82044  14.873  0.026
57866.18781  15.395  0.027
57866.19059  15.422  0.027
57870.1913  15.934  0.026
57870.19409  15.928  0.026
57870.19697  15.918  0.026
57870.19976  15.936  0.027
57874.08031  16.37  0.027
57874.08308  16.379  0.027
57878.1776  16.818  0.028
57878.18038  16.824  0.028
57879.1809  16.884  0.03
57879.18368  16.848  0.029
57882.81138  17.025  0.034
57882.81417  17.037  0.033
57886.87954  17.271  0.032
57886.88232  17.33  0.032
57890.8202  17.427  0.028
57890.823  17.403  0.028
57896.77074  17.574  0.035
57896.77362  17.566  0.037
57896.8483  17.584  0.03
57896.85109  17.555  0.03
57897.80978  17.549  0.031
57897.81257  17.582  0.032
57903.77333  17.73  0.037
57903.77612  17.674  0.035
57904.35436  17.678  0.03
57904.35714  17.698  0.03
57910.3851  17.836  0.043
57910.38788  17.768  0.035
57914.00605  17.856  0.036
57914.00883  17.831  0.035
57919.81052  17.953  0.032
57919.8133  17.954  0.03
57926.02353  17.99  0.033
57926.02634  18.075  0.038
57933.01777  18.198  0.039
57933.02057  18.149  0.04
57944.97968  18.289  0.033
57944.98249  18.301  0.034
57950.96574  18.575  0.048
57950.96855  18.487  0.044
