#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                      
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4727.322644723591    All      -2.2978196438444014       1.3271055441787638        -0.3479298805907337       1.1652308776489364         
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    5660.973541215054    All      3.295648730640856         -0.3246836877073278       0.35094841566009555       -1.1636001581116453        
Check         All|All|All                            All                  All      0.9978290867964549        1.002421856471436         0.0030185350693618385     0.0016307195372911032      
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4727.322644723591    All      -5.77464551169288e-05     -0.0001305215257196174    -0.0017192311588647982    -0.00010042662520103126    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    5660.973541215054    All      -0.0004442213229598024    4.8052851319514897e-05    0.00040458346123074904    0.00017840459559215958     
MWEBV         All|All|All                            All                  All      -0.28379407751324726      -2.6279595470690253       -0.016049299153092614     -0.7642880206969876        
Redshift      All|All|All                            All                  All      3.5655888796121245        1.4234260047761182        2.67935064765279          -0.5782058098070274        
