#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|PS|PS_r                3830.0090860751743    All      -0.6439909580959952        0.2984560377713663         -0.3925807245095392        0.28946691746239567       
Zeropoint     AB|PS|PS_g                3015.9163971061093    All      -0.4018597639657322        0.017228635814703352       -0.0928706816337943        0.13236648742560447       
Zeropoint     AB|PS|PS_z                5331.309038034389     All      0.8443513349539626         0.20398947966100422        0.4450703280867163         -0.18872547893976493      
Zeropoint     AB|PS|PS_i                4638.970493970171     All      1.1900349966077641         0.4786552665599686         0.052476361364051094       -0.22937800278205883      
Check         All|All|All               All                   All      0.9885356094999994         0.9983294198070425         0.012095283307433924       0.0037299231661763743     
Lambda        AB|PS|PS_r                3830.0090860751743    All      -0.0011163462421979221     0.00017974922365020325     -0.0017776725098021062     0.00034285157394307387    
Lambda        AB|PS|PS_g                3015.9163971061093    All      -0.0012036484883631029     4.4023057314444594e-05     -0.0005091194098897384     0.0003836880086393008     
Lambda        AB|PS|PS_z                5331.309038034389     All      0.00015730639676478426     4.534965269196317e-05      -0.0007701384450541746     -7.083573649682183e-05    
Lambda        AB|PS|PS_i                4638.970493970171     All      -0.00023901184383468146    -0.00010762501895098588    -0.00038753357711172654    2.5503167693612065e-05    
MWEBV         All|All|All               All                   All      -0.563446980736779         -2.0445364793427956        0.25777273674818524        -0.4709363627594512       
Redshift      All|All|All               All                   All      3.996509388971258          0.6394591221575041         1.2107771777208898         -1.0394702910312679       
