#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|DECam|DECam_z          6434.638322423725     All      0.9405703101719598         0.010482991360305505       0.6649139469269816        -0.27328798308881364      
Zeropoint     AB|DECam|DECam_g          3400.7142859884393    All      -0.3325210534743761        0.15691529153158967        -0.06058452468153952      0.15672191046403744       
Zeropoint     AB|DECam|DECam_r          4519.8019222515695    All      -0.3677102162957817        0.5489580556904627         0.022701524066270906      0.29960207843105          
Zeropoint     AB|DECam|DECam_i          5490.99480143283      All      0.7501169661561499         0.2834552045410277         -0.6311580862182753       -0.18017277505766316      
Check         All|All|All               All                   All      0.9904560065579519         0.9998115431233856         -0.004127139906562327     0.002863230748610668      
Lambda        AB|DECam|DECam_z          6434.638322423725     All      -0.0003334210985870388     -2.778067642468917e-05     -0.0005335712019472606    7.574630863048041e-05     
Lambda        AB|DECam|DECam_g          3400.7142859884393    All      -0.000892625000453738      0.00027756591954619805     -0.0014746382156699354    0.00031536334998474104    
Lambda        AB|DECam|DECam_r          4519.8019222515695    All      -0.00032931349172158226    -0.00022069200592700488    -0.0025528402538040357    -7.853994429204415e-05    
Lambda        AB|DECam|DECam_i          5490.99480143283      All      9.653274997780907e-05      4.631764878903108e-05      -0.0007502871251299864    -4.983857893537008e-05    
MWEBV         All|All|All               All                   All      -0.44903946267460126       -2.4908794188485572        -0.011305602747646581     -0.6655989653910045       
Redshift      All|All|All               All                   All      3.8844111726855135         0.588332808771419          1.6143295694597715        -1.0016010465466143       
