#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|DECam|DECam_z          6434.638322423725     All      0.9348319842803048         0.00348891814585528        0.3522509166942941         -0.2876497363346356        
Zeropoint     AB|DECam|DECam_g          3400.7142859884393    All      -0.43819033020698506       0.1897380219503475         -0.12598947315414571       0.19891459098866923        
Zeropoint     AB|DECam|DECam_r          4519.8019222515695    All      -0.284888518121021         0.5246304307032545         0.30598246730830964        0.2773415462037505         
Zeropoint     AB|DECam|DECam_i          5490.99480143283      All      0.7790468962598606         0.2816257325047644         -0.5349837000430723        -0.1859003031469046        
Check         All|All|All               All                   All      0.9908000322121593         0.9994831033042217         -0.0027397891946142616     0.002706097710879568       
Lambda        AB|DECam|DECam_z          6434.638322423725     All      -0.0002602915425523678     -1.723504104783896e-05     -0.0006252934698326294     5.126752317181061e-05      
Lambda        AB|DECam|DECam_g          3400.7142859884393    All      -0.0006677615017608605     0.00027285875135174553     -0.00031887710975589867    0.0002921609410671166      
Lambda        AB|DECam|DECam_r          4519.8019222515695    All      -0.00023520243970061197    -0.00024232545628178874    -0.0022677001229154336     -0.00010351724215654437    
Lambda        AB|DECam|DECam_i          5490.99480143283      All      8.360790276833353e-05      1.276639843973317e-05      -0.0010498083403646986     -6.992353321125866e-05     
MWEBV         All|All|All               All                   All      -0.4654174095828827        -2.4902089286751306        -0.06243972263135851       -0.662327609476464         
Redshift      All|All|All               All                   All      3.4398866878963608         0.718754693158985          1.0674754542903324         -0.8387256864819544        
