#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6114.238735422802     All      0.4483279613575025         -0.046669295518508846     -0.03386377107318455       -0.16274807606287872       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_B             4343.304811739864     All      -0.14341272055373022       0.08043224147389338       0.02998556046230733        0.0742517862576416         
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3505.6691311503987    All      -0.12765648998337492       0.055691756773335044      0.007847692298501359       0.06007276241094614        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_R             6209.450152196054     All      0.31345548236942755        -0.006547596522121779     0.17646250073781913        -0.09636081963858896       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_I             7693.649833046863     All      0.07593681879522003        -0.012146202329788025     0.07259652132766783        -0.025451888502644158      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4276.473426525616     All      -0.28583832775378537       0.1357380642227568        -0.08630060911540575       0.13347010049763244        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5240.2477479024255    All      0.1710072877545811         0.2005233151983532        -0.11527888800976953       0.004469973871802494       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6065.970439573809     All      0.45903684592446625        -0.02120493727302275      -0.17547395955439563       -0.16426114516496457       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5294.1730148809675    All      0.18825720505006618        0.10045141322443385       -0.11408288901937175       -0.033692230495532986      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7416.577697912445     All      0.18307074900673126        -0.038879772912281396     0.10727783458630842        -0.06750926989598971       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4289.727851509582     All      -0.3022253882288527        0.19862609088079353       -0.039113727645512346      0.1613983382482772         
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7444.026684556723     All      0.16183344649774506        -0.0405643192111782       0.04731759611955807        -0.06381604398714782       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4686.1258239009       All      -0.2640378645905911        0.3238067061435146        0.05137031613106034        0.1937727374736355         
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_V             5252.825547636476     All      0.11750633355602375        0.06730891842181563       0.07096662233641313        -0.013184035138149683      
Check         All|All|All                                All                   All      0.9952613392014295         0.996566382571995         -0.0002892004180039126     0.00041218987403877916     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6114.238735422802     All      -0.00013017909857233908    3.0539582937865846e-05    -0.000343443733139704      3.7025045625428496e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K4_B             4343.304811739864     All      -7.210194832879533e-05     2.392190421585227e-05     -1.024312506478328e-05     3.0821024238036574e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_u              3505.6691311503987    All      -0.00029043721867346345    0.00010966835862226447    -1.082902415638041e-05     0.00012984429999553872     
Lambda        Linear_AB11_off|LOSS|LOSS_K4_R             6209.450152196054     All      -7.941938199238612e-05     4.808077145425027e-06     -5.532613923224041e-05     2.4966702952115382e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K4_I             7693.649833046863     All      -1.9543704813978267e-05    2.573732419615023e-06     -1.7743953438062567e-05    6.412545802142906e-06      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4276.473426525616     All      -0.0002085997665316742     8.464694455864185e-05     -0.000219025208641962      8.574601221705773e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5240.2477479024255    All      1.1371621684615446e-05     5.6854313618616186e-05    -0.0006888087903064937     -1.5923163628009417e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              6065.970439573809     All      -7.739940751106375e-05     4.025167108291845e-06     -0.00043599135961683896    7.066370798647769e-06      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5294.1730148809675    All      1.353085288872491e-05      8.18856783947442e-05      -0.0007146875888689102     -9.627809175577012e-06     
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7416.577697912445     All      -4.734932764322734e-05     1.2184586391139476e-05    -0.00020297592740081       1.0334271003405814e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4289.727851509582     All      -0.00017528824409387614    5.574682206770334e-05     -0.00022946304639638278    6.501584000171826e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7444.026684556723     All      -5.3058632660070355e-05    1.407951024270743e-05     -0.0001571346658843536     1.4856903477726823e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4686.1258239009       All      -3.736974429995808e-05     -9.697259603084778e-05    -0.0002503849877881713     -3.058814171266097e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K4_V             5252.825547636476     All      5.115132500103806e-05      2.692683462080838e-05     -3.322616162592555e-05     -9.373444470026539e-06     
MWEBV         All|All|All                                All                   All      -0.9215563227033217        -3.94893808276251         0.0372672011232679         -0.9844547731287623        
Redshift      All|All|All                                All                   All      8.029032273852106          -0.9807332404671243       13.52330090498055          -2.331294231380096         
