#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5335.026808194932     All      0.5313015921946665         0.49580878338026935       -0.3196571641992163        -0.025826006615534136      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4313.942258068307     All      -1.1942850628299249        0.7265076482484645        0.01837183358717187        0.6264852287556456         
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7489.7950123861665    All      0.41366678075595487        -0.08697335529852523      0.3965030863335217         -0.14538085121393735       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6147.627472980357     All      1.2470713930274415         -0.13744685704359938      -0.09286999888076242       -0.4551275048591874        
Check         All|All|All                                All                   All      0.997754703148138          0.9978962192866092        0.0023477568407148652      0.00015086606698672123     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5335.026808194932     All      4.044069513625883e-05      6.739775405491201e-05     -0.000899761348180103      -3.1371415564176205e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4313.942258068307     All      -0.0006229283561684571     0.0001875679355974005     -0.0012116234372081048     0.0002099361175466929      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7489.7950123861665    All      -0.00014184791818979127    3.164326546293784e-05     -0.00020606726366352937    4.731595066150671e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6147.627472980357     All      -0.00028038798336579683    4.1417050024507065e-05    -0.00026354477737303616    9.306169344957589e-05      
MWEBV         All|All|All                                All                   All      -0.8658109715498683        -4.005876796296182        0.08822659406730882        -1.0188855965339063        
Redshift      All|All|All                                All                   All      7.143472292630021          -0.5776862839950603       6.653794004259894          -2.218107100339243         
