#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LOSS
@BAND  LOSS_K3_B
@MAGSYS  Linear_AB11_off
52181.29  16.805  0.026
52182.32  16.433  0.024
52183.29  16.158  0.021
52186.48  15.572  0.018
52187.42  15.48  0.017
52188.33  15.409  0.02
52189.33  15.336  0.015
52190.36  15.292  0.016
52191.35  15.265  0.017
52192.32  15.24  0.014
52193.34  15.237  0.013
52194.33  15.311  0.016
52196.36  15.353  0.024
52197.33  15.435  0.02
52198.3  15.493  0.028
52199.33  15.556  0.023
52200.31  15.636  0.014
52202.31  15.837  0.019
52204.32  16.054  0.015
52206.33  16.292  0.018
52208.28  16.566  0.02
52218.22  17.573  0.042
52221.3  17.82  0.035
52228.27  18.234  0.039
52231.26  18.408  0.034
52250.22  18.623  0.048
52278.12  19.057  0.051
