#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|SDSS|SDSS_r            5037.21035385939      All      0.4844604058817189         0.3469379392523564         -0.8410461862515088       -0.08232762024293788      
Zeropoint     AB|SDSS|SDSS_z            7262.494888694441     All      0.09849913655903567        0.0070114766621998115      0.17159336502838535       -0.022143116901611422     
Zeropoint     AB|SDSS|SDSS_i            6108.497968759325     All      1.3646075866252834         0.09733686354636006        0.46496407069735507       -0.39204255550273154      
Zeropoint     AB|SDSS|SDSS_g            3854.9064671163683    All      -0.9501472506511658        0.5476288092792103         0.20710422683428054       0.49711704853637545       
Check         All|All|All               All                   All      0.9974198784148723         0.9989150887401266         0.0026154763085121657     0.0006037558890946149     
Lambda        AB|SDSS|SDSS_r            5037.21035385939      All      -0.00025187623601736803    -8.643020300581437e-05     -0.0022257919449693367    -4.543565584665978e-05    
Lambda        AB|SDSS|SDSS_z            7262.494888694441     All      -2.5314740377878236e-05    -1.6099497532292096e-06    -4.085916808751205e-05    5.8980731585211325e-06    
Lambda        AB|SDSS|SDSS_i            6108.497968759325     All      -0.00019609762111476786    -3.026799777344555e-05     -0.0004514404545392458    3.387044985975428e-05     
Lambda        AB|SDSS|SDSS_g            3854.9064671163683    All      -0.0010974443269014815     0.0005257105349662802      -0.0006405398127951651    0.0005001305887670437     
MWEBV         All|All|All               All                   All      -0.568212443965125         -3.1233048945480846        0.06681071476708673       -0.8292962158501203       
Redshift      All|All|All               All                   All      6.26106288330603           1.03567945397387           9.321565718805344         -1.286100627314602        
