#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                    dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|MEGACAMPSF|z           4877.521595991411    All      0.9952161208912069        0.23238245911851863        0.3410512539310018         -0.2332604690502088       
Zeropoint     AB|MEGACAMPSF|i           4234.707784344001    All      1.777956511641241         0.7816871467095865         -0.3589943583842681        -0.3405379778600323       
Zeropoint     AB|MEGACAMPSF|r           3463.150921542107    All      -1.7756721463205294       -0.015064972618894501      0.013941573077197456       0.5741098271052805        
Check         All|All|All               All                  All      0.9975004862119182        0.9990046332092106         -0.004001531376068845      0.0003113801950394013     
Lambda        AB|MEGACAMPSF|z           4877.521595991411    All      -0.0003195057298864094    -6.81667937055162e-05      -0.00014349738607163505    7.5465731038788e-05       
Lambda        AB|MEGACAMPSF|i           4234.707784344001    All      -0.0003163663594784459    -0.00015884893222047522    -0.0018347321977780448     -3.056706313929038e-05    
Lambda        AB|MEGACAMPSF|r           3463.150921542107    All      -0.0013475482473188241    -4.225892666014949e-05     -0.0006007061753076176     0.0003983689168213456     
MWEBV         All|All|All               All                  All      -0.42443464603212755      -1.786695797820137         0.03910923115579834        -0.44198800883376715      
Redshift      All|All|All               All                  All      1.9951239296011478        0.3737998728151837         -0.8477227667620935        -0.5659485589030524       
