#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_I    8183.406659026368     All      0.3876868276397023         -0.041667947178503084      0.5367360366691032         -0.11590291133372582       
Zeropoint     Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_R    6325.494021121772     All      0.9826334624896691         -0.10049698473029167       -1.2205250072868903        -0.40727764599943483       
Zeropoint     Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_V    5353.242286085373     All      0.4893863680713675         0.4642988495019651         0.4108864397626052         0.010164144520545456       
Zeropoint     Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_U    3630.383049960431     All      -0.35898806739682804       0.2395968773323709         -0.4255908969212344        0.17598664229673935        
Zeropoint     Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_B    4337.4198427995825    All      -0.5031577155283506        0.4373925747816365         0.710821796736758          0.338088884841343          
Check         All|All|All                                All                   All      0.9975608752755607         0.9991233697071777         0.012328368960341729       0.0010591143254670699      
Lambda        Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_I    8183.406659026368     All      1.6147327437876964e-06     -6.235634953631813e-06     5.153873086213804e-06      -2.3271293435205923e-06    
Lambda        Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_R    6325.494021121772     All      -0.00012015640759422171    -3.6287958595059274e-05    -0.00014021976612852552    2.1061348872819038e-05     
Lambda        Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_V    5353.242286085373     All      0.00028686268972179534     0.0004468737799993534      -0.0006935463734202321     2.1171087009441774e-05     
Lambda        Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_U    3630.383049960431     All      -0.0010655894767206664     0.0007225700394091698      -0.0013983334609584384     0.0005200611830548958      
Lambda        Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_B    4337.4198427995825    All      -0.0005039982652712859     0.00044377762474047037     0.0006994325487564832      0.0003399342505509428      
MWEBV         All|All|All                                All                   All      -0.9652567653719619        -3.9628812102637134        -0.019072066911496998      -0.9772759993676309        
Redshift      All|All|All                                All                   All      6.575027917736081          -5.086465983521293         -3.805216976996971         -3.968341572347218         
